,go,go_name,name,q
O05268,,,Ferredoxin--NADP reductase 2 OS=Bacillus subtilis (strain 168) GN=yumC PE=1 SV=2 ,8
O05389,,,Uncharacterized oxidoreductase YrbE OS=Bacillus subtilis (strain 168) GN=yrbE PE=3 SV=2 ,4
O05413,,,Probable nitronate monooxygenase OS=Bacillus subtilis (strain 168) GN=yrpB PE=3 SV=1 ,2
O05496,GO:0005622;GO:0043226,intracellular;organelle,Uncharacterized UDP-glucosyltransferase YdhE OS=Bacillus subtilis (strain 168) GN=ydhE PE=3 SV=2 ,44
O05508,GO:0005829,cytosol,6-phospho-beta-glucosidase GmuD OS=Bacillus subtilis (strain 168) GN=gmuD PE=1 SV=1 ,2
O05516,GO:0005622;GO:0043234;GO:0005737,intracellular;protein complex;cytoplasm,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB OS=Bacillus subtilis (strain 168) GN=tsaB PE=1 SV=1 ,5
O05519,,,Uncharacterized ABC transporter ATP-binding protein YdiF OS=Bacillus subtilis (strain 168) GN=ydiF PE=3 SV=2 ,3
O05521,GO:0005737,cytoplasm,Redox-sensing transcriptional repressor Rex OS=Bacillus subtilis (strain 168) GN=rex PE=1 SV=1 ,2
O05522,GO:0005886;GO:0005829;GO:0005737,plasma membrane;cytosol;cytoplasm,Sec-independent protein translocase protein TatAy OS=Bacillus subtilis (strain 168) GN=tatAy PE=1 SV=1 ,2
O06476,,,Uncharacterized ABC transporter ATP-binding protein YfmR OS=Bacillus subtilis (strain 168) GN=yfmR PE=3 SV=1 ,11
O06478,,,Putative aldehyde dehydrogenase YfmT OS=Bacillus subtilis (strain 168) GN=yfmT PE=2 SV=1 ,41
O06491,GO:0005622;GO:0043234,intracellular;protein complex,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Bacillus subtilis (strain 168) GN=gatA PE=3 SV=3 ,24
O06492,,,Glutamyl-tRNA(Gln) amidotransferase subunit C OS=Bacillus subtilis (strain 168) GN=gatC PE=3 SV=3 ,9
O06724,,,Uncharacterized protein YisK OS=Bacillus subtilis (strain 168) GN=yisK PE=2 SV=1 ,38
O06747,,,Uncharacterized protein YitL OS=Bacillus subtilis (strain 168) GN=yitL PE=4 SV=2 ,7
O06965,GO:0005886,plasma membrane,Putative lipoprotein YvcA OS=Bacillus subtilis (strain 168) GN=yvcA PE=2 SV=2 ,3
O06974,GO:0005737,cytoplasm,Gluconeogenesis factor OS=Bacillus subtilis (strain 168) GN=mgfK PE=3 SV=1 ,28
O06980,,,Uncharacterized ABC transporter ATP-binding protein YvcR OS=Bacillus subtilis (strain 168) GN=yvcR PE=3 SV=1 ,8
O06994,GO:0005737,cytoplasm,"Oligo-1,6-glucosidase 1 OS=Bacillus subtilis (strain 168) GN=malL PE=1 SV=1 ",9
O07008,,,HTH-type transcriptional regulator GanR OS=Bacillus subtilis (strain 168) GN=ganR PE=4 SV=1 ,4
O07015,,,Sigma factor SigB regulation protein RsbQ OS=Bacillus subtilis (strain 168) GN=rsbQ PE=1 SV=1 ,2
O07020,,,Lactate utilization protein A OS=Bacillus subtilis (strain 168) GN=lutA PE=1 SV=1 ,28
O07021,,,Lactate utilization protein B OS=Bacillus subtilis (strain 168) GN=lutB PE=1 SV=2 ,97
O07513,,,Protein hit OS=Bacillus subtilis (strain 168) GN=hit PE=1 SV=1 ,3
O07516,GO:0005886,plasma membrane,Uncharacterized membrane protein YhaH OS=Bacillus subtilis (strain 168) GN=yhaH PE=4 SV=1 ,3
O07521,,,3'-5' exoribonuclease YhaM OS=Bacillus subtilis (strain 168) GN=yhaM PE=1 SV=1 ,11
O07529,GO:0005829,cytosol,FMN-dependent NADPH-azoreductase OS=Bacillus subtilis (strain 168) GN=azr PE=1 SV=1 ,12
O07533,GO:0005886,plasma membrane,Putative enoyl-CoA hydratase/isomerase YhaR OS=Bacillus subtilis (strain 168) GN=yhaR PE=3 SV=4 ,9
O07552,,,Stress response protein NhaX OS=Bacillus subtilis (strain 168) GN=nhaX PE=2 SV=2 ,5
O07575,,,Uncharacterized oxidoreductase YhdF OS=Bacillus subtilis (strain 168) GN=yhdF PE=3 SV=1 ,3
O07587,GO:0005737,cytoplasm,Putative aspartate aminotransferase YhdR OS=Bacillus subtilis (strain 168) GN=yhdR PE=3 SV=1 ,2
O07597,,,D-alanine aminotransferase OS=Bacillus subtilis (strain 168) GN=dat PE=3 SV=1 ,29
O07598,,,Putative amidohydrolase YhaA OS=Bacillus subtilis (strain 168) GN=yhaA PE=3 SV=3 ,3
O07607,,,Probable metallo-hydrolase YhfI OS=Bacillus subtilis (strain 168) GN=yhfI PE=3 SV=1 ,5
O07608,GO:0005737,cytoplasm,Lipoate-protein ligase LplJ OS=Bacillus subtilis (strain 168) GN=lplJ PE=1 SV=1 ,26
O07617,,,Uncharacterized phosphatase PhoE OS=Bacillus subtilis (strain 168) GN=phoE PE=3 SV=1 ,8
O07621,,,Heme-based aerotactic transducer HemAT OS=Bacillus subtilis (strain 168) GN=hemAT PE=1 SV=1 ,8
O07631,,,GTP-binding protein TypA/BipA homolog OS=Bacillus subtilis (strain 168) GN=typA PE=3 SV=1 ,12
O07638,,,UPF0358 protein YlaN OS=Bacillus subtilis (strain 168) GN=ylaN PE=1 SV=1 ,2
O08336,GO:0005737,cytoplasm,Bifunctional cytochrome P450/NADPH--P450 reductase 2 OS=Bacillus subtilis (strain 168) GN=cypB PE=1 SV=1 ,2
O08394,GO:0005737,cytoplasm,Bifunctional cytochrome P450/NADPH--P450 reductase 1 OS=Bacillus subtilis (strain 168) GN=cypD PE=1 SV=1 ,2
O08455,GO:0005886,plasma membrane,Uncharacterized protein YhaN OS=Bacillus subtilis (strain 168) GN=yhaN PE=2 SV=1 ,2
O30509,,,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS=Bacillus subtilis (strain 168) GN=gatB PE=1 SV=2 ,15
O31404,,,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha OS=Bacillus subtilis (strain 168) GN=acoA PE=2 SV=2 ",16
O31440,,,Fatty-acid peroxygenase OS=Bacillus subtilis (strain 168) GN=cypC PE=1 SV=1 ,4
O31441,,,Uncharacterized protein YbyB OS=Bacillus subtilis (strain 168) GN=ybyB PE=3 SV=1 ,10
O31457,,,UPF0176 protein YbfQ OS=Bacillus subtilis (strain 168) GN=ybfQ PE=3 SV=1 ,5
O31498,GO:0005829,cytosol,DNA ligase OS=Bacillus subtilis (strain 168) GN=ligA PE=3 SV=1 ,2
O31501,,,Swarming motility protein SwrC OS=Bacillus subtilis (strain 168) GN=swrC PE=1 SV=2 ,3
O31509,GO:0005829;GO:0005737,cytosol;cytoplasm,Probable transcriptional regulatory protein YeeI OS=Bacillus subtilis (strain 168) GN=yeeI PE=3 SV=3 ,7
O31535,,,Uncharacterized protein YetH OS=Bacillus subtilis (strain 168) GN=yetH PE=4 SV=1 ,2
O31544,GO:0005737,cytoplasm,Putative DNA-3-methyladenine glycosylase YfjP OS=Bacillus subtilis (strain 168) GN=yfjP PE=3 SV=1 ,3
O31545,,,Uncharacterized RNA methyltransferase YfjO OS=Bacillus subtilis (strain 168) GN=yfjO PE=3 SV=1 ,3
O31550,,,Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system OS=Bacillus subtilis (strain 168) GN=acoC PE=3 SV=1 ,8
O31556,,,Uncharacterized protein YfjC OS=Bacillus subtilis (strain 168) GN=yfjC PE=4 SV=1 ,2
O31567,GO:0005886;GO:0005737,plasma membrane;cytoplasm,Probable siderophore-binding lipoprotein YfiY OS=Bacillus subtilis (strain 168) GN=yfiY PE=1 SV=1 ,9
O31571,,,Putative NAD(P)H nitroreductase YfhC OS=Bacillus subtilis (strain 168) GN=yfhC PE=3 SV=1 ,3
O31581,,,AB hydrolase superfamily protein YfhM OS=Bacillus subtilis (strain 168) GN=yfhM PE=3 SV=1 ,10
O31590,GO:0005737,cytoplasm,Putative tRNA (cytidine(34)-2'-O)-methyltransferase OS=Bacillus subtilis (strain 168) GN=cspR PE=3 SV=2 ,5
O31601,GO:0005737,cytoplasm,Putative acetyltransferase YjbC OS=Bacillus subtilis (strain 168) GN=yjbC PE=2 SV=2 ,4
O31602,GO:0005737,cytoplasm,Regulatory protein Spx OS=Bacillus subtilis (strain 168) GN=spxA PE=1 SV=1 ,2
O31605,GO:0005829,cytosol,Oligoendopeptidase F homolog OS=Bacillus subtilis (strain 168) GN=yjbG PE=3 SV=2 ,30
O31609,,,Putative triphosphatase YjbK OS=Bacillus subtilis (strain 168) GN=yjbK PE=1 SV=1 ,2
O31612,GO:0005737,cytoplasm,NAD kinase 1 OS=Bacillus subtilis (strain 168) GN=ppnKA PE=1 SV=1 ,3
O31629,,,Putative phosphoesterase YjcG OS=Bacillus subtilis (strain 168) GN=yjcG PE=1 SV=1 ,292
O31630,,,Uncharacterized protein YjcH OS=Bacillus subtilis (strain 168) GN=yjcH PE=4 SV=1 ,20
O31631,GO:0005737,cytoplasm,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase OS=Bacillus subtilis (strain 168) GN=metI PE=1 SV=1 ,7
O31632,GO:0005737,cytoplasm,Cystathionine beta-lyase MetC OS=Bacillus subtilis (strain 168) GN=metC PE=1 SV=1 ,5
O31639,,,Uncharacterized protein YjcQ OS=Bacillus subtilis (strain 168) GN=yjcQ PE=1 SV=1 ,2
O31645,GO:0005886,plasma membrane,PTS system mannose-specific EIIBCA component OS=Bacillus subtilis (strain 168) GN=manP PE=1 SV=2 ,6
O31646,,,Mannose-6-phosphate isomerase ManA OS=Bacillus subtilis (strain 168) GN=manA PE=2 SV=1 ,4
O31656,,,Uncharacterized protein YkrK OS=Bacillus subtilis (strain 168) GN=ykrK PE=4 SV=1 ,2
O31664,,,Hydrolase MtnU OS=Bacillus subtilis (strain 168) GN=mtnU PE=3 SV=1 ,2
O31669,,,Acireductone dioxygenase OS=Bacillus subtilis (strain 168) GN=mtnD PE=3 SV=1 ,7
O31671,GO:0005622;GO:0005886,intracellular;plasma membrane,Sporulation kinase D OS=Bacillus subtilis (strain 168) GN=kinD PE=1 SV=1 ,3
O31675,,,7-cyano-7-deazaguanine synthase OS=Bacillus subtilis (strain 168) GN=queC PE=1 SV=1 ,7
O31677,,,7-carboxy-7-deazaguanine synthase OS=Bacillus subtilis (strain 168) GN=queE PE=1 SV=1 ,3
O31678,GO:0005737,cytoplasm,NADPH-dependent 7-cyano-7-deazaguanine reductase OS=Bacillus subtilis (strain 168) GN=queF PE=1 SV=1 ,8
O31688,GO:0005886,plasma membrane,Zinc-transporting ATPase OS=Bacillus subtilis (strain 168) GN=zosA PE=1 SV=1 ,6
O31689,,,Putative dipeptidase YkvY OS=Bacillus subtilis (strain 168) GN=ykvY PE=3 SV=1 ,21
O31699,GO:0005737,cytoplasm,Thiol-disulfide oxidoreductase YkuV OS=Bacillus subtilis (strain 168) GN=ykuV PE=1 SV=2 ,6
O31703,GO:0005737,cytoplasm,Molybdopterin molybdenumtransferase OS=Bacillus subtilis (strain 168) GN=moeA PE=3 SV=1 ,15
O31709,GO:0005886,plasma membrane,Membrane protein YknW OS=Bacillus subtilis (strain 168) GN=yknW PE=1 SV=1 ,3
O31716,,,Uncharacterized ABC transporter ATP-binding protein YkpA OS=Bacillus subtilis (strain 168) GN=ykpA PE=3 SV=1 ,12
O31717,GO:0005737,cytoplasm,Uncharacterized oxidoreductase YkpB OS=Bacillus subtilis (strain 168) GN=ykpB PE=3 SV=1 ,3
O31728,GO:0005737,cytoplasm,Cell division protein SepF OS=Bacillus subtilis (strain 168) GN=sepF PE=1 SV=3 ,4
O31729,GO:0005886,plasma membrane,Uncharacterized membrane protein YlmG OS=Bacillus subtilis (strain 168) GN=ylmG PE=3 SV=1 ,2
O31740,GO:0005840;GO:0005737,ribosome;cytoplasm,Ribosome maturation factor RimM OS=Bacillus subtilis (strain 168) GN=rimM PE=3 SV=1 ,2
O31742,GO:0005622;GO:0005840;GO:0005829,intracellular;ribosome;cytosol,50S ribosomal protein L19 OS=Bacillus subtilis (strain 168) GN=rplS PE=1 SV=2 ,5
O31749,GO:0005737,cytoplasm,Uridylate kinase OS=Bacillus subtilis (strain 168) GN=pyrH PE=1 SV=2 ,2
O31751,GO:0005829,cytosol,Isoprenyl transferase OS=Bacillus subtilis (strain 168) GN=uppS PE=3 SV=1 ,2
O31754,GO:0005886,plasma membrane,Regulator of sigma-W protease RasP OS=Bacillus subtilis (strain 168) GN=rasP PE=1 SV=1 ,2
O31755,GO:0005737,cytoplasm,Proline--tRNA ligase OS=Bacillus subtilis (strain 168) GN=proS PE=3 SV=1 ,11
O31760,GO:0005737,cytoplasm,Ribonuclease J2 OS=Bacillus subtilis (strain 168) GN=rnjB PE=1 SV=3 ,25
O31766,,,Uncharacterized zinc protease YmfH OS=Bacillus subtilis (strain 168) GN=ymfH PE=3 SV=2 ,22
O31767,,,Uncharacterized oxidoreductase YmfI OS=Bacillus subtilis (strain 168) GN=ymfI PE=3 SV=2 ,2
O31774,GO:0005730;GO:0005886,nucleolus;plasma membrane,Ribonuclease Y OS=Bacillus subtilis (strain 168) GN=rny PE=1 SV=1 ,13
O31775,GO:0005737,cytoplasm,Uncharacterized protein ymdB OS=Bacillus subtilis (strain 168) GN=ymdB PE=1 SV=2 ,11
O31776,GO:0005737,cytoplasm,L-threonine 3-dehydrogenase OS=Bacillus subtilis (strain 168) GN=tdh PE=3 SV=1 ,99
O31777,,,8-amino-7-oxononanoate synthase 1 OS=Bacillus subtilis (strain 168) GN=kbl PE=3 SV=1 ,109
O31778,GO:0005737,cytoplasm,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase OS=Bacillus subtilis (strain 168) GN=miaB PE=1 SV=1 ,26
O31779,,,Uncharacterized protein YmcA OS=Bacillus subtilis (strain 168) GN=ymcA PE=1 SV=1 ,3
O31785,GO:0005886,plasma membrane,Polyketide biosynthesis cytochrome P450 PksS OS=Bacillus subtilis (strain 168) GN=pksS PE=1 SV=2 ,2
O31786,,,Uncharacterized protein YmzB OS=Bacillus subtilis (strain 168) GN=ymzB PE=4 SV=3 ,2
O31806,,,Uncharacterized protein YndB OS=Bacillus subtilis (strain 168) GN=yndB PE=1 SV=1 ,4
O31848,,,Uncharacterized protein YozC OS=Bacillus subtilis (strain 168) GN=yozC PE=4 SV=1 ,4
O31857,,,Probable N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2 OS=Bacillus subtilis (strain 168) GN=bshB2 PE=3 SV=2 ,3
O31916,,,Putative SOS response-associated peptidase YoqW OS=Bacillus subtilis (strain 168) GN=yoqW PE=3 SV=1 ,3
O31935,,,SPBc2 prophage-derived uncharacterized protein YopC OS=Bacillus subtilis (strain 168) GN=yopC PE=4 SV=1 ,2
O31937,GO:0005886,plasma membrane,SPBc2 prophage-derived uncharacterized protein YopA OS=Bacillus subtilis (strain 168) GN=yopA PE=4 SV=1 ,2
O31978,,,SPBc2 prophage-derived uncharacterized protein YomG OS=Bacillus subtilis (strain 168) GN=yomG PE=4 SV=1 ,5
O31986,,,SPBc2 prophage-derived glycosyltransferase SunS OS=Bacillus subtilis (strain 168) GN=sunS PE=1 SV=1 ,11
O32000,,,SPBc2 prophage-derived pesticidal crystal protein-like YokG OS=Bacillus subtilis (strain 168) GN=yokG PE=3 SV=1 ,11
O32003,,,SPBc2 prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD OS=Bacillus subtilis (strain 168) GN=yokD PE=1 SV=1 ,9
O32028,,,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Bacillus subtilis (strain 168) GN=mtnN PE=3 SV=1 ,12
O32034,,,Uncharacterized protease YrrO OS=Bacillus subtilis (strain 168) GN=yrrO PE=3 SV=1 ,5
O32038,GO:0005737,cytoplasm,Aspartate--tRNA(Asp/Asn) ligase OS=Bacillus subtilis (strain 168) GN=aspS PE=3 SV=1 ,30
O32039,GO:0005737,cytoplasm,Histidine--tRNA ligase OS=Bacillus subtilis (strain 168) GN=hisS PE=3 SV=1 ,2
O32047,GO:0005622;GO:0005886,intracellular;plasma membrane,Protein translocase subunit SecDF OS=Bacillus subtilis (strain 168) GN=secDF PE=1 SV=2 ,22
O32052,GO:0005886,plasma membrane,UPF0092 membrane protein YrbF OS=Bacillus subtilis (strain 168) GN=yrbF PE=3 SV=1 ,29
O32054,GO:0005737,cytoplasm,S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Bacillus subtilis (strain 168) GN=queA PE=1 SV=1 ,2
O32072,,,Putative sulfurtransferase YtwF OS=Bacillus subtilis (strain 168) GN=ytwF PE=4 SV=2 ,13
O32078,,,Uncharacterized protein YuaE OS=Bacillus subtilis (strain 168) GN=yuaE PE=4 SV=1 ,40
O32090,,,Nicotinate phosphoribosyltransferase OS=Bacillus subtilis (strain 168) GN=pncB PE=3 SV=1 ,11
O32093,,,Uncharacterized protein YueH OS=Bacillus subtilis (strain 168) GN=yueH PE=4 SV=1 ,5
O32106,GO:0005622;GO:0005737,intracellular;cytoplasm,Probable cytosol aminopeptidase OS=Bacillus subtilis (strain 168) GN=pepA PE=3 SV=1 ,5
O32113,,,Uncharacterized protein SufA OS=Bacillus subtilis (strain 168) GN=sufA PE=3 SV=1 ,4
O32114,GO:0005829;GO:0005737,cytosol;cytoplasm,Diaminopimelate epimerase OS=Bacillus subtilis (strain 168) GN=dapF PE=3 SV=1 ,9
O32117,,,NADH dehydrogenase-like protein YutJ OS=Bacillus subtilis (strain 168) GN=yutJ PE=3 SV=2 ,4
O32118,,,Putative disulfide oxidoreductase YuzD OS=Bacillus subtilis (strain 168) GN=yuzD PE=4 SV=1 ,6
O32161,,,Uncharacterized protein YurT OS=Bacillus subtilis (strain 168) GN=yurT PE=3 SV=1 ,7
O32162,,,FeS cluster assembly protein SufB OS=Bacillus subtilis (strain 168) GN=sufB PE=3 SV=1 ,54
O32164,,,Cysteine desulfurase SufS OS=Bacillus subtilis (strain 168) GN=sufS PE=1 SV=1 ,76
O32165,,,FeS cluster assembly protein SufD OS=Bacillus subtilis (strain 168) GN=sufD PE=3 SV=1 ,164
O32167,GO:0005886,plasma membrane,Methionine-binding lipoprotein MetQ OS=Bacillus subtilis (strain 168) GN=metQ PE=1 SV=1 ,3
O32169,GO:0005886,plasma membrane,Methionine import ATP-binding protein MetN OS=Bacillus subtilis (strain 168) GN=metN PE=1 SV=1 ,7
O32174,GO:0005737,cytoplasm,Glycine cleavage system H protein OS=Bacillus subtilis (strain 168) GN=gcvH PE=1 SV=1 ,4
O32175,,,Uncharacterized protein YusI OS=Bacillus subtilis (strain 168) GN=yusI PE=3 SV=1 ,2
O32176,,,Probable acyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) GN=fadE PE=2 SV=1 ,66
O32177,,,3-ketoacyl-CoA thiolase OS=Bacillus subtilis (strain 168) GN=fadA PE=2 SV=1 ,75
O32178,,,Probable 3-hydroxyacyl-CoA dehydrogenase OS=Bacillus subtilis (strain 168) GN=fadN PE=2 SV=2 ,50
O32192,GO:0005737,cytoplasm,Transcriptional regulatory protein CssR OS=Bacillus subtilis (strain 168) GN=cssR PE=1 SV=1 ,2
O32201,GO:0005829,cytosol,Protein LiaH OS=Bacillus subtilis (strain 168) GN=liaH PE=2 SV=1 ,3
O32210,,,Glyoxal reductase OS=Bacillus subtilis (strain 168) GN=yvgN PE=1 SV=1 ,45
O32213,GO:0005622;GO:0043234,intracellular;protein complex,Sulfite reductase [NADPH] hemoprotein beta-component OS=Bacillus subtilis (strain 168) GN=cysI PE=1 SV=1 ,34
O32214,,,Sulfite reductase [NADPH] flavoprotein alpha-component OS=Bacillus subtilis (strain 168) GN=cysJ PE=1 SV=1 ,6
O32218,GO:0005623,cell,Disulfide bond formation protein D OS=Bacillus subtilis (strain 168) GN=bdbD PE=1 SV=1 ,21
O32220,GO:0005886,plasma membrane,Copper-exporting P-type ATPase A OS=Bacillus subtilis (strain 168) GN=copA PE=1 SV=2 ,2
O32223,,,scyllo-inositol 2-dehydrogenase (NADP(+)) OS=Bacillus subtilis (strain 168) GN=iolW PE=1 SV=1 ,37
O32224,,,FMN-dependent NADH-azoreductase 2 OS=Bacillus subtilis (strain 168) GN=azoR2 PE=1 SV=1 ,6
O32231,GO:0005737,cytoplasm,Ribonuclease R OS=Bacillus subtilis (strain 168) GN=rnr PE=2 SV=1 ,3
O32232,,,Carboxylesterase OS=Bacillus subtilis (strain 168) GN=est PE=2 SV=2 ,8
O32248,,,Uncharacterized N-acetyltransferase YvbK OS=Bacillus subtilis (strain 168) GN=yvbK PE=1 SV=1 ,22
O32253,,,Central glycolytic genes regulator OS=Bacillus subtilis (strain 168) GN=cggR PE=1 SV=1 ,4
O32259,,,Lactate utilization protein C OS=Bacillus subtilis (strain 168) GN=lutC PE=1 SV=1 ,32
O32264,GO:0005829,cytosol,Probable 2-ketogluconate reductase OS=Bacillus subtilis (strain 168) GN=yvcT PE=3 SV=1 ,8
O34309,,,Putative phosphoenolpyruvate synthase OS=Bacillus subtilis (strain 168) GN=pps PE=3 SV=1 ,2
O34327,,,Response regulator aspartate phosphatase J OS=Bacillus subtilis (strain 168) GN=rapJ PE=1 SV=1 ,4
O34334,,,Uncharacterized protein YjoA OS=Bacillus subtilis (strain 168) GN=yjoA PE=1 SV=1 ,14
O34338,GO:0005886,plasma membrane,Manganese transport system ATP-binding protein MntB OS=Bacillus subtilis (strain 168) GN=mntB PE=3 SV=1 ,5
O34340,,,3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Bacillus subtilis (strain 168) GN=fabF PE=1 SV=1 ,24
O34347,GO:0005737,cytoplasm,Argininosuccinate synthase OS=Bacillus subtilis (strain 168) GN=argG PE=3 SV=1 ,3
O34348,GO:0005886,plasma membrane,Fe(3+)-citrate-binding protein YfmC OS=Bacillus subtilis (strain 168) GN=yfmC PE=2 SV=1 ,7
O34357,GO:0005829,cytosol,Thioredoxin-like protein YtpP OS=Bacillus subtilis (strain 168) GN=ytpP PE=2 SV=1 ,45
O34366,GO:0005623;GO:0043226,cell;organelle,Putative flagellin YvzB OS=Bacillus subtilis (strain 168) GN=yvzB PE=1 SV=1 ,4
O34384,,,Uncharacterized protein YceE OS=Bacillus subtilis (strain 168) GN=yceE PE=3 SV=1 ,2
O34385,GO:0005886,plasma membrane,Manganese-binding lipoprotein MntA OS=Bacillus subtilis (strain 168) GN=mntA PE=3 SV=1 ,2
O34425,GO:0005737,cytoplasm,Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Bacillus subtilis (strain 168) GN=gapB PE=1 SV=1 ,82
O34433,,,Putative phage-related protein YobO OS=Bacillus subtilis (strain 168) GN=yobO PE=4 SV=1 ,6
O34448,,,SPBc2 prophage-derived uncharacterized protein YopQ OS=Bacillus subtilis (strain 168) GN=yopQ PE=4 SV=1 ,4
O34450,,,N-acetylglucosamine-6-phosphate deacetylase OS=Bacillus subtilis (strain 168) GN=nagA PE=1 SV=1 ,8
O34468,,,Uncharacterized N-acetyltransferase YlbP OS=Bacillus subtilis (strain 168) GN=ylbP PE=1 SV=2 ,16
O34469,,,Putative ATP-dependent helicase YeeB OS=Bacillus subtilis (strain 168) GN=yeeB PE=3 SV=2 ,5
O34475,,,Putative NAD(P)H nitroreductase YfkO OS=Bacillus subtilis (strain 168) GN=yfkO PE=1 SV=1 ,9
O34476,GO:0005737,cytoplasm,Probable cysteine synthase OS=Bacillus subtilis (strain 168) GN=ytkP PE=3 SV=1 ,5
O34483,GO:0005829,cytosol,HPr kinase/phosphorylase OS=Bacillus subtilis (strain 168) GN=hprK PE=1 SV=3 ,7
O34484,GO:0005737,cytoplasm,Methionine aminopeptidase 2 OS=Bacillus subtilis (strain 168) GN=mapB PE=1 SV=1 ,7
O34496,,,UPF0354 protein YtpQ OS=Bacillus subtilis (strain 168) GN=ytpQ PE=3 SV=1 ,2
O34499,GO:0005829,cytosol,6-phosphogluconolactonase OS=Bacillus subtilis (strain 168) GN=pgl PE=1 SV=1 ,48
O34512,,,Uncharacterized ABC transporter ATP-binding protein YfmM OS=Bacillus subtilis (strain 168) GN=yfmM PE=3 SV=2 ,4
O34514,,,o-succinylbenzoate synthase OS=Bacillus subtilis (strain 168) GN=menC PE=1 SV=1 ,4
O34522,GO:0005737,cytoplasm,tRNA (guanine-N(7)-)-methyltransferase OS=Bacillus subtilis (strain 168) GN=trmB PE=1 SV=1 ,3
O34526,GO:0005829;GO:0005737,cytosol;cytoplasm,Alanine--tRNA ligase OS=Bacillus subtilis (strain 168) GN=alaS PE=3 SV=1 ,26
O34527,GO:0043234,protein complex,HTH-type transcriptional regulator CymR OS=Bacillus subtilis (strain 168) GN=cymR PE=1 SV=2 ,11
O34529,GO:0005737,cytoplasm,ATP-dependent 6-phosphofructokinase OS=Bacillus subtilis (strain 168) GN=pfkA PE=1 SV=1 ,12
O34539,GO:0005622;GO:0043226,intracellular;organelle,Uncharacterized UDP-glucosyltransferase YjiC OS=Bacillus subtilis (strain 168) GN=yjiC PE=3 SV=1 ,7
O34553,,,Protein YtsP OS=Bacillus subtilis (strain 168) GN=ytsP PE=3 SV=2 ,17
O34557,GO:0005829,cytosol,Ribulose-phosphate 3-epimerase OS=Bacillus subtilis (strain 168) GN=rpe PE=3 SV=1 ,2
O34564,GO:0005623,cell,Thioredoxin-like protein YkuU OS=Bacillus subtilis (strain 168) GN=ykuU PE=3 SV=1 ,2
