,gn,gn1,human_mouse,lca,name
1809260,,,False,,MH0037_GL0034577  [gene]  locus=scaffold18724_2:471:1856:- [Complete] codon-table.11
1813814,,,False,,T2D-15A_GL0056889  [gene]  locus=scaffold98812_5:2:802:+ [Lack both ends] codon-table.11
1818671,,,False,280463,gi|551574015|ref|XP_005772776.1| hypothetical protein EMIHUDRAFT_78418 [Emiliania huxleyi CCMP1516]
1822783,,,False,280463,gi|551553681|ref|XP_005764132.1| hypothetical protein EMIHUDRAFT_247782 [Emiliania huxleyi CCMP1516]
1886631,trd_A0208,trd_A0208,False,500,gi|221635614|ref|YP_002523490.1| flagellin [Thermomicrobium roseum DSM 5159]
1958375,,,False,280463,gi|551575470|ref|XP_005773457.1| hypothetical protein EMIHUDRAFT_435795 [Emiliania huxleyi CCMP1516]
1967039,,,False,5654,gi|401425300|ref|XP_003877135.1| putative glutamate dehydrogenase [Leishmania mexicana MHOM/GT/2001/U1103]
1994037,"ATP5B,Atp5b",,False,2759,"sp|P56480|ATPB_MOUSE ATP synthase subunit beta, mitochondrial OS=Mus musculus GN=Atp5b PE=1 SV=2"
2008440,"tuf,tufA",,False,131567,gi|571027788|ref|YP_008899906.1| translation elongation factor Tu TufA [Thermosynechococcus sp. NK55a]
2010342,,,False,,V1.CD3-0-PN_GL0096742  [gene]  locus=scaffold12630_2:1706:3232:- [Complete] codon-table.11
2011669,,,False,3035,gi|385269074|ref|YP_006234203.1| photosystem II protein D2 [Eutreptiella gymnastica]
2011772,,,False,280699,gi|30468230|ref|NP_849117.1| RNA polymerase beta' chain [Cyanidioschyzon merolae strain 10D]
2022201,,,False,5820,gi|457875574|ref|XP_004224353.1| glutamate dehydrogenase [Plasmodium cynomolgi strain B]
2026093,GAPDH,GAPDH,True,9606,sp|P04406-2|G3P_HUMAN Isoform 2 of Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH
2035626,,,False,261658,gi|470269378|ref|XP_004362493.1| glutamate-ammonia ligase [Dictyostelium fasciculatum]
2041002,,,False,5758,"gi|471195989|ref|XP_004254953.1| histone H4, putative [Entamoeba invadens IP1]"
2051646,,,False,595528,gi|470301018|ref|XP_004347075.1| glutamine synthetase catalytic region [Capsaspora owczarzaki ATCC 30864]
2057470,,,False,2759,gi|471219255|ref|XP_004024157.1| hypothetical protein IMG5_199530 [Ichthyophthirius multifiliis]
2058497,,,False,5932,gi|471222345|ref|XP_004029973.1| hypothetical protein IMG5_169340 [Ichthyophthirius multifiliis]
2065926,,,False,1257118,"gi|470384329|ref|XP_004334038.1| elongation factor 2, putative [Acanthamoeba castellanii str. Neff]"
2066706,,,False,1257118,"gi|470394038|ref|XP_004334950.1| translation elongation factor EF1, subunit alpha, putative [Acanthamoeba castellanii str. Neff]"
2067347,,,False,1257118,gi|470399110|ref|XP_004335379.1| elongation factor Tu domain 2/elongation factor G Cterminus domain containing protein [Acanthamoeba castellanii str. Neff]
2069242,Actg1,Actg1,False,2759,gi|470421177|ref|XP_004337366.1| Actin subfamily protein [Acanthamoeba castellanii str. Neff]
2072751,,,False,1257118,gi|470455230|ref|XP_004340926.1| Lglutamine synthetase [Acanthamoeba castellanii str. Neff]
2073620,,,False,2759,"gi|470467738|ref|XP_004341828.1| elongation factor 1-alpha, putative [Acanthamoeba castellanii str. Neff]"
2074337,,,False,352472,gi|66828255|ref|XP_647482.1| heat shock protein Hsp90 family protein [Dictyostelium discoideum AX4]
2097675,"HSPA8,Hspa1b,Hspa8,Hspa1a,HSPA1L,HSPA6,HSPA1A,Hspa1l",,False,2759,gi|301105839|ref|XP_002902003.1| heat shock 70 kDa protein [Phytophthora infestans T30-4]
2117878,,,False,905079,gi|551660533|ref|XP_005833034.1| elongation factor 2 [Guillardia theta CCMP2712]
2118852,GAPDH,GAPDH,True,9606,sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3
2123537,,,False,2759,gi|551677640|ref|XP_005841573.1| translation elongation factor 1-alpha [Guillardia theta CCMP2712]
2148419,,,False,556484,gi|219130936|ref|XP_002185608.1| predicted protein [Phaeodactylum tricornutum CCAP 1055/1]
2157911,,,False,31271,"gi|70951273|ref|XP_744890.1| elongation factor 1 alpha, partial [Plasmodium chabaudi chabaudi]"
2159483,,,False,352914,gi|82915173|ref|XP_728992.1| glutamate dehydrogenase [Plasmodium yoelii yoelii 17XNL]
2160032,,,False,36329,gi|124808527|ref|XP_001348337.1| NADP-specific glutamate dehydrogenase [Plasmodium falciparum 3D7]
2163077,,,False,227086,gi|161899185|ref|XP_001712819.1| chaperone HSP90 [Bigelowiella natans]
2166287,,,False,,MH0142_GL0062743  [gene]  locus=scaffold70488_1:128:2080:+ [Complete] codon-table.11
2171123,HSPA8,HSPA8,False,2759,"gi|71420615|ref|XP_811549.1| heat shock 70 kDa protein, partial [Trypanosoma cruzi strain CL Brener]"
2172870,,,False,5758,gi|183231445|ref|XP_001913572.1| elongation factor 2 [Entamoeba histolytica HM-1:IMSS]
2181839,,,False,,SRS051031.246173-T1-C
2199525,,,False,2759,gi|156097879|ref|XP_001614972.1| heat shock 70 kDa protein [Plasmodium vivax Sal-1]
2205189,,,False,5758,"gi|183232244|ref|XP_653886.2| heat shock protein70, hsp70A2 [Entamoeba histolytica HM-1:IMSS]"
2245823,,,False,370354,gi|167386805|ref|XP_001737908.1| elongation factor [Entamoeba dispar SAW760]
2246883,HSPA8,HSPA8,True,9606,tr|E9PLF4|E9PLF4_HUMAN Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens GN=HSPA8 PE=1 SV=1
2271718,,,False,412030,gi|145516212|ref|XP_001444000.1| hypothetical protein [Paramecium tetraurelia strain d4-2]
2288535,,,False,412030,gi|145533444|ref|XP_001452467.1| hypothetical protein [Paramecium tetraurelia strain d4-2]
2320559,,,False,412133,gi|123438757|ref|XP_001310157.1| glutamate dehydrogenase [Trichomonas vaginalis G3]
2328070,"Hspa8,HSPA8",,True,314146,tr|E9PN25|E9PN25_HUMAN Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens GN=HSPA8 PE=1 SV=1
2343419,,,False,412133,gi|123464779|ref|XP_001317139.1| hypothetical protein [Trichomonas vaginalis G3]
2397005,,,False,184922,gi|159109107|ref|XP_001704820.1| Elongation factor 2 [Giardia lamblia ATCC 50803]
2399443,,,False,184922,gi|159114064|ref|XP_001707257.1| NADP-specific glutamate dehydrogenase [Giardia lamblia ATCC 50803]
2408501,,,False,556484,gi|219118664|ref|XP_002180100.1| predicted protein [Phaeodactylum tricornutum CCAP 1055/1]
2412903,,,False,,SRS018656.84035-T1-C
2418315,Calm1,Calm1,False,2759,gi|71411702|ref|XP_808089.1| calmodulin [Trypanosoma cruzi strain CL Brener]
2424392,,,False,5782,gi|330794437|ref|XP_003285285.1| glutamate-ammonia ligase [Dictyostelium purpureum]
2428415,,,False,5782,gi|66806657|ref|XP_637051.1| elongation factor 2 [Dictyostelium discoideum AX4]
2429252,,,False,5782,gi|330795361|ref|XP_003285742.1| hypothetical protein DICPUDRAFT_91566 [Dictyostelium purpureum]
2433827,ACTA1,ACTA1,True,9606,"tr|A6NL76|A6NL76_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens GN=ACTA1 PE=2 SV=2"
2433984,"Actg2,ACTG1,Actb",,False,2759,"gi|471215016|ref|XP_004261684.1| actin, putative, partial [Entamoeba invadens IP1]"
2455890,,,False,423536,"gi|294882734|ref|XP_002769811.1| heat shock protein 70, putative, partial [Perkinsus marinus ATCC 50983]"
2456528,,,False,423536,"gi|294949610|ref|XP_002786279.1| histone 4, putative, partial [Perkinsus marinus ATCC 50983]"
2464496,,,False,423536,"gi|294954318|ref|XP_002788108.1| Glutamine synthetase, putative [Perkinsus marinus ATCC 50983]"
2464498,,,False,423536,"gi|294954322|ref|XP_002788110.1| Glutamine synthetase, putative [Perkinsus marinus ATCC 50983]"
2464669,,,False,423536,"gi|294954466|ref|XP_002788182.1| heat shock protein, putative [Perkinsus marinus ATCC 50983]"
2481550,,,False,403677,"gi|301118088|ref|XP_002906772.1| pyruvate, phosphate dikinase, putative [Phytophthora infestans T30-4]"
2489424,,,False,403677,gi|301105319|ref|XP_002901743.1| elongation factor 2 [Phytophthora infestans T30-4]
2505626,,,False,5786,gi|330842282|ref|XP_003293110.1| hypothetical protein DICPUDRAFT_41541 [Dictyostelium purpureum]
2513905,,,False,2759,gi|339898761|ref|XP_003392680.1| putative heat-shock protein hsp70 [Leishmania infantum JPCM5]
2514188,,,False,2759,gi|339897842|ref|XP_003392396.1| elongation factor 1-alpha [Leishmania infantum JPCM5]
2550329,TV1006,TV1006,False,50339,gi|13541807|ref|NP_111495.1| pyruvate phosphate dikinase [Thermoplasma volcanium GSS1]
2717161,Metev_0326,Metev_0326,False,2322,gi|502958844|ref|WP_013193820.1| pyruvate phosphate dikinase [Methanohalobium evestigatum]
2775482,Mpsy_0888,Mpsy_0888,False,2220,gi|504865718|ref|WP_015052820.1| pyruvate phosphate dikinase [Methanolobus psychrophilus]
2786018,dnaK,dnaK,False,2191,gi|124485764|ref|YP_001030380.1| hypothetical protein Mlab_0943 [Methanocorpusculum labreanum Z]
3447432,AMDU2_EPLC00006G0285,AMDU2_EPLC00006G0285,False,667137,tr|T0LR99|T0LR99_9EURY Uncharacterized protein OS=Thermoplasmatales archaeon E-plasma GN=AMDU2_EPLC00006G0285 PE=4 SV=1
3497451,rplA,rplA,False,1243,gi|116617399|ref|YP_817770.1| 50S ribosomal protein L1 [Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293]
3499391,"RUM_02460,BN633_00631",,False,1263,gi|479199482|ref|YP_007828500.1| L-glutamine synthetase [Ruminococcus champanellensis 18P13]
3500631,"RUM_16590,BN633_00165,BN739_01488",,False,1263,gi|479200728|ref|YP_007829746.1| L-glutamine synthetase [Ruminococcus champanellensis 18P13]
3525060,"Pchl3084_0242,I1A_000248,U771_01390,T224_05435,SCV20265_1062,PputW619_0300,M062_20790,H681_21375,U769_05185,PA1S_gp1821,PA3931,PFLU_0215,PA14_13010,Pfl01_0223,T226_05440,NCGM2_5126,PchlO6_0248,N296_4060,AI22_28440,PflSS101_0242,G655_05025,T228_05125,PA96_1002,PseBG33_0260,T225_05440,M802_4058,PADK2_04670,N297_4060,PLES_10451,T227_05440,BN889_04365,T222_05445,PA39016_001760023,PA1R_gp1821,PSPA7_1176,H045_22060,metQ,T223_05125,PflA506_0226,M801_3926,PAM18_1009",,False,286,gi|560476284|ref|WP_023630799.1| methionine ABC transporter substrate-binding protein [Pseudomonas mosselii]
3545035,"Gdia_2026,podA,Acry_2184,ppdK",,False,1224,gi|162147113|ref|YP_001601574.1| pyruvate phosphate dikinase [Gluconacetobacter diazotrophicus PAl 5]
3557213,rplX,rplX,False,1678,gi|479135266|ref|YP_007767066.1| LSU ribosomal protein L24P [Bifidobacterium longum subsp. longum F8]
3557492,tuf,tuf,False,31953,gi|502666060|ref|WP_012902002.1| elongation factor Tu [Bifidobacterium dentium]
3557654,,,False,,SRS013158.50169-T1-C
3558222,,,False,,SRS020869.182733-T1-C
3576441,"STER_0762,Y1U_C0689,sodA,STND_0710,BN551_00971",,False,1301,gi|55822689|ref|YP_141130.1| superoxide dismutase [Streptococcus thermophilus CNRZ1066]
3577059,"Y1U_C1305,BN551_00463,lacZ,STER_1366,STND_1332",,False,1301,gi|55823308|ref|YP_141749.1| beta-galactosidase [Streptococcus thermophilus CNRZ1066]
3585948,"T479_22795,rpoA",,False,131567,gi|384862868|ref|YP_005745588.1| DNA-directed RNA polymerase subunit alpha [Staphylococcus aureus subsp. aureus str. JKD6008]
3593277,guaB,guaB,False,28231,gi|197117159|ref|YP_002137586.1| inosine-5'-monophosphate dehydrogenase [Geobacter bemidjiensis Bem]
3615952,,,False,,SRS017103.192177-T1-C
3625404,GPA_33860,GPA_33860,False,471189,gi|479175537|ref|YP_007803520.1| hypothetical protein [Gordonibacter pamelaeae 7-10-1-b]
3647656,"BIL_01300,BN755_00934,BLJ_1440,BLIF_1460,BLLJ_1415,BN571_00560,BLONG_1526,BL0034,mglA1,BLNIAS_00760",,False,1678,gi|494112443|ref|WP_007053223.1| MULTISPECIES: sugar ABC transporter ATP-binding protein [Bifidobacterium]
3650534,c4532,c4532,False,562,gi|26250352|ref|NP_756392.1| hypothetical protein c4532 [Escherichia coli CFT073]
3693076,"CL2_23190,BN562_00074",,False,2,gi|495669531|ref|WP_008394110.1| MULTISPECIES: electron transfer flavoprotein subunit alpha [Clostridiales]
3693214,"BN562_02175,CL2_24720",,False,2,gi|496495387|ref|WP_009203923.1| MULTISPECIES: glycosyl hydrolase family 32 [Lachnospiraceae]
3704668,rpoC,rpoC,False,138,gi|15594733|ref|NP_212522.1| DNA-directed RNA polymerase subunit beta' [Borrelia burgdorferi B31]
3713116,,,False,32057,gi|518320668|ref|WP_019490875.1| molecular chaperone GroEL [Calothrix sp. PCC 7103]
3723795,ppdK,ppdK,False,330214,"tr|D8PDR0|D8PDR0_9BACT Pyruvate, phosphate dikinase OS=Candidatus Nitrospira defluvii GN=ppdK PE=4 SV=1"
3727159,,,False,,SRS017103.106357-T1-C
3730682,rplB,rplB,False,31953,gi|479135274|ref|YP_007767074.1| LSU ribosomal protein L2P [Bifidobacterium longum subsp. longum F8]
3770272,clpX,clpX,False,2,gi|479212658|ref|YP_007840440.1| ATP-dependent Clp protease ATP-binding subunit ClpX [Eubacterium siraeum V10Sc8a]
3773754,CK1_25160,CK1_25160,False,657323,tr|D4LKU7|D4LKU7_9FIRM Bacterial extracellular solute-binding protein OS=Ruminococcus sp. SR1/5 GN=CK1_25160 PE=4 SV=1
3774409,CK1_33230,CK1_33230,False,657323,gi|479155007|ref|YP_007784782.1| Ribosomal protein L17 [Ruminococcus sp. SR1/5]
3774537,CK1_34940,CK1_34940,False,657323,gi|479155137|ref|YP_007784912.1| Protein of unknown function (DUF2961) [Ruminococcus sp. SR1/5]
3776237,CIY_15200,CIY_15200,False,831,gi|479189330|ref|YP_007819369.1| hypothetical protein CIY_15200 [Butyrivibrio fibrisolvens 16/4]
3776464,,,False,,SRS011271.225830-T1-C
3776479,"EUBREC_1638,EUR_12140,ERE_26880,BN626_01282",,False,1730,gi|238924000|ref|YP_002937516.1| 4-hydroxy-3-methylbut-2-enyl diphosphate reductase/S1 RNA-binding domain protein [Eubacterium rectale ATCC 33656]
3776934,,,False,,SRS011586.183116-T1-C
3814117,rpsB,rpsB,False,777,gi|215919172|ref|NP_820375.2| 30S ribosomal protein S2 [Coxiella burnetii RSA 493]
3966757,"gdhA,HSISS4_1272,SDE12394_04420,SMUGS5_04035,HSISS3_1457,KE3_1179,MSA_14560,SAIL_13820,STND_0425,Y1U_C0412,STER_0467,GALLO_1293,HSISS2_263,HSISB1_669,SMU_913,BN551_01092,SmuNN2025_1111,BN784_00834,gdh,HSISS1_551,BSA_14140,SDD27957_04160,gbs1405",,False,1301,gi|408401479|ref|YP_006859442.1| NADP-specific glutamate dehydrogenase [Streptococcus dysgalactiae subsp. equisimilis RE378]
3966777,"SPG_0308,KE3_1145,HSISM1_500,SP_0338,Sinf_1081,clp,HSISS3_480,HSISS4_1765,HSISS1_1398,STND_1550,HSIVP1_1209,BN551_00043,MYY_0421,Lebu_0550,clpE,SPP_0373,Vpar_0453,Y1U_C1510,HSISS2_1953,LKI_04605,PCS8235_00045,clpC,SPJ_0331,SALIVB_1722,N597_00760,clpL,SP70585_0402,SMUGS5_04230,GALLO_1249,N596_08870,I872_01355,OEOE_0572,SGO_1856,SPH_0449,ANG_2033,SPNA45_01699,OKIT_1009,SPPN_02350,SPT_0388,SP670_0408,SPAP_0369,LGMK_07815,STER_1578,HSISB1_722,T308_01710,HMPREF0837_10641",,False,2,gi|116490637|ref|YP_810181.1| ATP-binding subunit of Clp protease and DnaK/DnaJ chaperones [Oenococcus oeni PSU-1]
3967585,"BN738_00534,SDEG_1840,SDD27957_09595,ppdK,SDSE167_1894,ptsI,K710_1771,SDE12394_09095",,False,1239,gi|408402308|ref|YP_006860272.1| pyruvate phosphate dikinase [Streptococcus dysgalactiae subsp. equisimilis RE378]
3972270,"tuf,tufB",,False,131567,gi|491335591|ref|WP_005193548.1| elongation factor Tu [Gordonia amarae]
4002285,"BN500_00658,CLS_18950",,False,186802,"D4C7W4|CLOM621_05483 glutamate--ammonia ligase, catalytic domain protein [Clostridium sp. M62/1]"
4009240,fusA,fusA,False,1239,gi|479169617|ref|YP_007797942.1| translation elongation factor 2 (EF-2/EF-G) [[Eubacterium] cylindroides T2-87]
4011324,ES1_14250,ES1_14250,False,1522317,gi|479212141|ref|YP_007839923.1| hypothetical protein ES1_14250 [Eubacterium siraeum V10Sc8a]
4012862,CC1_05830,CC1_05830,False,116085,"gi|479137459|ref|YP_007768891.1| ABC-type Fe3+ transport system, periplasmic component [Coprococcus catus GD/7]"
4013051,"FPR_24210,BN476_00275,CC1_08000,BN586_00322",,False,2,"gi|505326164|ref|WP_015513266.1| carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-) [Coprococcus catus]"
4013360,CC1_11640,CC1_11640,False,116085,"gi|505326450|ref|WP_015513552.1| Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB [Coprococcus catus]"
4013776,CC1_16390,CC1_16390,False,116085,gi|505326867|ref|WP_015513969.1| Acyl-CoA dehydrogenases [Coprococcus catus]
4013778,CC1_16410,CC1_16410,False,116085,"gi|479138379|ref|YP_007769811.1| Electron transfer flavoprotein, alpha subunit [Coprococcus catus GD/7]"
4013914,CC1_17920,CC1_17920,False,116085,gi|479138516|ref|YP_007769948.1| Uncharacterized protein related to glutamine synthetase [Coprococcus catus GD/7]
4014039,,,False,,V1.UC11-5_GL0164511  [gene]  locus=scaffold13992_5:2:1132:+ [Lack both ends] codon-table.11
4019084,"BS27_1324,B689b_1331,BL0121,BLIF_1369,BLIJ_0818,BBMN68_168,BN755_00847,B12L_1247,HMPREF9228_0565,BLD_0139,BLONG_1430,Bbr_1300,BLNIAS_00900,BLJ_1343,BIL_00330,B7019_1488,B7017_1505,B2258_1275,BLLJ_1324",,False,1678,gi|479134935|ref|YP_007766735.1| DivIVA domain [Bifidobacterium longum subsp. longum F8]
4024950,glnA,glnA,False,83552,gi|338175340|ref|YP_004652150.1| glutamine synthetase [Parachlamydia acanthamoebae UV-7]
4077657,,,False,1144343,gi|495404222|ref|WP_008128921.1| pyruvate phosphate dikinase [Phyllobacterium sp. YR531]
4081737,rpoC,rpoC,False,458033,gi|503864753|ref|WP_014098747.1| DNA-directed RNA polymerase subunit beta' [Candidatus Chloracidobacterium thermophilum]
4096188,,,False,1505,gi|544696324|ref|WP_021127468.1| chaperonin GroL [[Clostridium] sordellii]
4098765,,,False,,SRS016267.25052-T1-C
4098784,,,False,,SRS062427.66115-T1-C
4099172,rpoA,rpoA,False,1736,gi|503147596|ref|WP_013382257.1| DNA-directed RNA polymerase subunit alpha [Eubacterium limosum]
4099366,ELI_4202,ELI_4202,False,186806,gi|310829750|ref|YP_003962107.1| glutamine synthetase [Eubacterium limosum KIST612]
4100571,"fusA,fusA1",,False,2,gi|237786407|ref|YP_002907112.1| elongation factor EF-G [Corynebacterium kroppenstedtii DSM 44385]
4116244,rpsS,rpsS,False,2,gi|226309812|ref|YP_002769706.1| 30S ribosomal protein S19 [Brevibacillus brevis NBRC 100599]
