"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gn","gn1","human_mouse","lca","name"
"20853105",100.206983697586,-9.90907906362477,3.72337838368516,-2.66131401177052,0.00778363294569977,0.0875591472791089,"eno","eno","False",131567,"gi|489517131|ref|WP_003421954.1| enolase [Peptoclostridium difficile]"
"21252149",119.320721253232,-10.2135174922457,3.72219994517488,-2.74394649472971,0.00607054314318297,0.0875591472791089,"BIF_00155,BN549_01017,Blon_1715,BALAC2494_00162,pfl","","False",1678,"gi|547761609|ref|WP_022173773.1| formate acetyltransferase [Bifidobacterium bifidum CAG:234]"
"21303159",350.637055364366,-11.7064493976165,3.75580712241326,-3.11689312471792,0.00182767817386514,0.0875591472791089,"BN565_01649","BN565_01649","False",2,"gi|547816170|ref|WP_022224982.1| elongation factor Tu [Clostridium sp. CAG:253]"
"21364622",147.776009620838,-10.2889222065509,3.72361440814137,-2.76315458014531,0.00572456481691009,0.0875591472791089,"BN714_00695,CL2_05360,BN562_01404,BN583_01316","","False",2,"gi|547881771|ref|WP_022287171.1| pyruvate-flavodoxin oxidoreductase [Ruminococcus sp. CAG:57]"
"23044648",148.454782285788,-10.4940364315528,3.72339674198349,-2.81840404306809,0.00482630345117242,0.0875591472791089,"","","False",2,"gi|565841753|ref|WP_023925021.1| hypothetical protein, partial [Rhodobacter capsulatus]"
"23266935",176.178264362128,-10.7434854852799,3.72707733264967,-2.88254965658095,0.00394470955855686,0.0875591472791089,"BM590_A1254","BM590_A1254","False",2,"gi|563818928|ref|WP_023798123.1| elongation factor Tu [Mesorhizobium sp. L48C026A00]"
"23297167",93.8370628842523,-9.89159241075075,3.72557767512177,-2.65504930330769,0.00792968177842613,0.0875591472791089,"","","False",28211,"gi|564003277|ref|WP_023829542.1| elongation factor Tu [Mesorhizobium sp. L103C120A0]"
"23504689",145.979199566453,-10.4288525128216,3.72292669195533,-2.80125110584551,0.00509048918144562,0.0875591472791089,"","","False",28211,"gi|550985046|ref|WP_022733139.1| elongation factor Tu, partial [Thalassospira lucentensis]"
"23721242",86.4346177944247,-9.88276953299767,3.73050536211497,-2.64917714188588,0.0080688026456396,0.0875591472791089,"","","False",NA,"4-1_GL0081190_1_1142_+"
"27348603",152.247480617111,-10.4706721276868,3.72349119771532,-2.81205770920351,0.00492256706518953,0.0875591472791089,"Pchl3084_5337","Pchl3084_5337","False",1224,"gi|495067970|ref|WP_007792795.1| translation elongation factor Tu [Pelagibaca bermudensis]"
"28624366",89.889917351094,-9.84692387529819,3.72702631620198,-2.64203229059372,0.00824101985545576,0.0875591472791089,"SSU98_0151","SSU98_0151","False",1301,"gi|489026108|ref|WP_002936516.1| molecular chaperone GroEL [Streptococcus suis]"
"33919596",186.588567865695,-11.1706559649814,3.74014240562122,-2.98669268533535,0.00282013056198557,0.0875591472791089,"sspA,BN488_01892","","False",186802,"gi|494498469|ref|WP_007287935.1| hypothetical protein [[Clostridium] bartlettii]"
"33997764",113.873508535271,-10.3413929109349,3.72741290222534,-2.77441570928749,0.0055300962661931,0.0875591472791089,"BN488_01902,pfo,BN738_00472,nifJ","","False",186802,"B6FYR6|CLOHIR_01020 hypothetical protein [Clostridium hiranonis DSM 13275]"
"43409784",144.056220494056,-10.8378157553462,3.73761489015038,-2.8996608997644,0.00373566559661262,0.0875591472791089,"","","False",NA,"SRS015854.168322-T1-C"
"46287949",144.690362138291,-10.8469179065047,3.73788892546824,-2.90188342210995,0.003709265474645,0.0875591472791089,"BN553_00593","BN553_00593","False",1263011,"gi|547731227|ref|WP_022145254.1| small acid-soluble spore protein alpha/beta type [Firmicutes bacterium CAG:238]"
"46309554",135.775924516726,-10.4528989099402,3.72352942405177,-2.80725562215805,0.00499655750443953,0.0875591472791089,"CLL_A0753,HA1_12121,BN573_00906,CPR_2128,HA1_08926,ssp1,SFBM_0298,sspC,HA1_12596,BN542_02211,CLH_0719,sspC2,CPF_1676,CPF_2417,sspC1,CPR_1411","","False",186802,"gi|550920426|ref|YP_008677018.1| small, acid-soluble spore protein C1 [Clostridium saccharobutylicum DSM 13864]"
"48921538",94.9712269234219,-9.83782103722028,3.72452662224001,-2.64136144939236,0.00825735730568109,0.0875591472791089,"","","False",NA,"SRS019910.174341-T1-C"
"49942263",88.3680339787356,10.5261061873211,3.92256753304774,2.6834735408985,0.00728617404326206,0.0875591472791089,"","","False",NA,"SRS020328.188078-T1-C"
"51131689",98.4996618717867,-9.91774412114659,3.72396122347131,-2.66322432646109,0.00773957990953052,0.0875591472791089,"","","False",NA,"SRS056519.3795-T1-C"
"57602627",107.999635001227,-10.0338845729749,3.72243443487358,-2.69551680453322,0.00702795327154276,0.0875591472791089,"","","False",NA,"SRS054590.31870-T1-C"
"58226462",103.08094904918,-9.97698276304742,3.72311491647542,-2.67974075119131,0.00736791988498305,0.0875591472791089,"","","False",NA,"SRS057717.13538-T1-C"
"61538650",97.8937984113763,-10.3795302455809,3.74916556478991,-2.76849076580125,0.00563165815183233,0.0875591472791089,"Cel,CEL","","True",314146,"tr|X6R868|X6R868_HUMAN Bile salt-activated lipase OS=Homo sapiens GN=CEL PE=4 SV=1"
"61600538",269.519506154246,-11.241385116197,3.74249977589815,-3.00371029775125,0.00266709153707185,0.0875591472791089,"BN652_02086,BN703_01490,BN651_00226,BN605_02164,BN606_01508,BN627_02270,BN757_01647,CXIVA_21000,RTO_10590,BN568_01480,BN486_00130,BN708_00321,BN593_02059,BN546_00375,BN537_00154,EubceDRAFT1_1137,bpr_I0269,CLS_24140,BN618_01555,BN671_01499,BN499_01813,BN690_01820,CK5_30850,BN719_02578,Closa_1699,BN500_01777,BN524_01423,CK3_28860,BN481_02143,BN518_01713,BN688_03299,BN586_01381,BN734_01843,BN544_02603,BN457_00417,BN653_01154,CK1_05800,BN789_01128,BN747_02251,BN514_02526","","False",2,"gi|490982686|ref|WP_004844440.1| hypothetical protein [[Ruminococcus] gnavus]"
"61694975",171.731096434035,-10.7580341320083,3.7270094431712,-2.88650573497196,0.00389545647797666,0.0875591472791089,"","","False",NA,"O2.UC41-1_GL0132592  [gene]  locus=scaffold4632_3:1:2829:- [Lack 3'-end] codon-table.11"
"61880488",215.560231465125,-11.0536654710206,3.73354714647109,-2.96063369160034,0.00307006843832657,0.0875591472791089,"BN546_00513,BN652_02643,BN568_00745,BN499_00438,BN627_01063,BN630_01427,BN499_00439,BN552_00709,BN514_00082,BN747_02664,BN806_01428,BN806_01429","","False",1239,"gi|493915916|ref|WP_006861152.1| acetyl-CoA decarbonylase [Marvinbryantia formatexigens]"
"61996842",102.202871974523,-10.0576013014117,3.7246129843451,-2.70030774839821,0.00692753621823485,0.0875591472791089,"BN662_01519,CK1_07350,BN514_00817,BN639_02045,RHOM_08375,BN518_01864,BN583_00917,BN630_01338,BN479_01528,BN807_00686,BN520_02054,BN747_01150,BN596_02363,BN499_01113,BN568_00942,BN565_02070,BN806_00002,BN671_01831,CK5_25650,BN690_02413","","False",1239,"gi|548244366|ref|WP_022462338.1| 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Blautia sp. CAG:37]"
"62141702",138.247532120417,-10.3153952183755,3.72223731504653,-2.77128897093079,0.00558348512051684,0.0875591472791089,"","","False",NA,"MH0316_GL0116852  [gene]  locus=scaffold25086_7:3:1787:- [Lack both ends] codon-table.11"
"62206285",106.332969080498,-10.0258919720161,3.72273367027816,-2.69315316646517,0.00707797446889852,0.0875591472791089,"","","False",NA,"N088A_GL0050821  [gene]  locus=scaffold64340_2:2:1723:- [Lack both ends] codon-table.11"
"62232545",104.22726462244,-10.0576010621399,3.72378648445027,-2.70090702142518,0.00691506671506709,0.0875591472791089,"","","False",NA,"V1.CD22-0_GL0017946  [gene]  locus=scaffold15862_2:2:1696:- [Lack both ends] codon-table.11"
"62623582",93.4100113794052,10.4856031253655,3.80924321407214,2.75267357217556,0.0059110802509427,0.0875591472791089,"BN504_00274,BN723_03734,BN816_00703,BN662_01312,BN651_01930,BN781_01300,BN724_02034,BN482_01026,BN485_02212,BN450_02314,BN498_01881,BN627_01371,BN508_00420,BN546_00232,BN747_00263,BN572_01596,CCU_19010,BN652_01126,BN785_00365,BN688_03632,BN630_00112,BN555_02156,BN486_03320,BN734_00324,BN518_01162,BN803_00687,BN751_00068,BN476_01775,BN586_00861","","False",1239,"gi|556510008|ref|WP_023354908.1| galactose/glucose-binding lipoprotein family protein [Catonella morbi]"
"62669104",116.385772044033,-10.1778939047398,3.72226693927585,-2.73432670756274,0.00625079885801565,0.0875591472791089,"","","False",1519,"gi|560416131|ref|WP_023625271.1| hypothetical protein [Clostridium tyrobutyricum]"
"62831403",141.308650347628,-9.934915091214,3.7284254515669,-2.66464093764803,0.00770705639234441,0.0875591472791089,"BN542_02563,eno","","False",1485,"gi|491353731|ref|WP_005211653.1| phosphopyruvate hydratase [Clostridium celatum]"
"63849179",134.95485618403,-10.2889233237879,3.72203631615595,-2.76432641968794,0.0057040446469384,0.0875591472791089,"","","False",NA,"DLM007_GL0055172  [gene]  locus=scaffold29468_2:2:1015:- [Lack both ends] codon-table.11"
"64252568",106.954733003488,-10.4940409891863,3.74611844147989,-2.80131051730459,0.00508955201213873,0.0875591472791089,"BN714_01265","BN714_01265","False",1262962,"gi|547882365|ref|WP_022287740.1| hypothetical protein [Ruminococcus sp. CAG:57]"
"64955060",176.568470575941,-10.8101564684677,3.72788760472779,-2.89980750888467,0.0037339188597007,0.0875591472791089,"","","False",2,"gi|497927759|ref|WP_010241915.1| translation elongation factor 1A (EF-1A/EF-Tu), partial [Atopobium vaginae]"
"65147107",148.853164918047,-10.4765489791359,3.72329022538232,-2.8137878985945,0.00489615216333005,0.0875591472791089,"rplA","rplA","False",1239,"gi|545004314|ref|WP_021396390.1| 50S ribosomal protein L1 [Peptoclostridium difficile]"
"66201890",116.174316100236,-10.3605862155036,3.72691636067755,-2.77993526359149,0.00543697359015047,0.0875591472791089,"","","False",NA,"T2D-83A_GL0060149  [gene]  locus=scaffold28620_3:192:803:- [Complete] codon-table.11"
"66248695",131.076870926922,-10.1114651456214,3.72249184863313,-2.71631626254179,0.00660128251011479,0.0875591472791089,"rplE","rplE","False",1239,"gi|493490284|ref|WP_006445007.1| 50S ribosomal protein L5 [Clostridium hylemonae]"
"66284361",109.113471087861,-9.99347020488274,3.72206345836571,-2.68492741100945,0.00725455601671897,0.0875591472791089,"","","False",NA,"SRS019968.87996-T1-C"
"66557581",210.413962919547,-10.9349090535133,3.73218821468027,-2.92989217706162,0.00339079637750654,0.0875591472791089,"","","False",2,"gi|545034713|ref|WP_021413451.1| small GTP-binding domain protein [Peptoclostridium difficile]"
"66912726",130.426376445796,-10.3349361251258,3.72237861058486,-2.77643335251757,0.00549589014834861,0.0875591472791089,"","","False",850,"gi|492552869|ref|WP_005883288.1| hypothetical protein, partial [Fusobacterium mortiferum]"
"66913607",113.324880003977,-9.92635561902743,3.72219216284799,-2.66680364278464,0.00765763974944575,0.0875591472791089,"","","False",NA,"160400887-stool1_revised_C1337657_1_gene69001 strand:+  start:2 stop:535 length:534 start_codon:no stop_codon:no gene_type:incomplete [Lack both ends] codon-table.11"
"80397234",102.243527879593,-10.0418339836147,3.72428462646739,-2.69631217556531,0.00701119251797106,0.0875591472791089,"I635_18500,I607_17455","","False",2,"gi|522571090|ref|YP_008173519.1| elongation factor Tu [Alteromonas macleodii str. 'Ionian Sea U4']"
"10739365",119.865600856037,-9.71394690329547,3.72726056460582,-2.60618938089261,0.00915558242962825,0.0879044535644887,"RTO_09610,BN537_00067,BN651_00381,BN457_00717,BN703_01625,BN481_00345,BN586_01438,BN642_00237,BN589_01417,BN511_01052,BN538_00188,Corgl_1066,BN734_00011","","False",2,"gi|328955656|ref|YP_004372989.1| alcohol dehydrogenase AdhE [Coriobacterium glomerans PW2]"
"22324539",94.5606927570735,-9.71394951021486,3.72455857487896,-2.60808074699981,0.00910514732033072,0.0879044535644887,"BN755_01548","BN755_01548","False",31953,"gi|548570065|ref|WP_022527529.1| D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase family protein [Bifidobacterium longum]"
"33969404",102.4428322893,-9.65298067858296,3.72500233049538,-2.59140258773992,0.00955855983235945,0.0879044535644887,"Elen_2143,BN589_01550,GPA_21630,Olsu_0499,EGYY_10020,Shel_08510,Apar_1328,BN511_00493","","False",84107,"gi|493406828|ref|WP_006362867.1| pyruvate:ferredoxin (flavodoxin) oxidoreductase [Slackia exigua]"
"47786519",90.357460259403,-9.62150383495854,3.72593293738138,-2.58230730307256,0.00981421522150865,0.0879044535644887,"","","False",NA,"SRS018427.96357-T1-C"
"61598826",257.765069651815,-7.83286105700957,3.00112486774062,-2.60997506008689,0.00905488238216717,0.0879044535644887,"BN498_00261,EUR_09880,BN561_00947,Clo1100_0018,BN476_01425,ERE_16120,Ccel_0016,CIY_10260,BN662_00212,BN599_00834,BN771_01946,EUBELI_00741,BN564_01774,BN765_00818,Clopa_2985,BN501_01369,BN479_01170,RHOM_04835,BN626_01134,EUBREC_1472,Clocl_0023,EC1_01630,BN484_00489,ROI_19110,BN774_00276,BN634_02362,FP2_19990,RO1_07500,BN737_02124,BN565_01562,BN547_00193,BN635_01952,FPR_09230,BN803_01245","","False",2,"gi|492693068|ref|WP_005924210.1| hypothetical protein [Faecalibacterium prausnitzii]"
"62010078",79.0810050281127,-9.69391375370533,3.73241214791638,-2.59722489626901,0.00939803687609607,0.0879044535644887,"hcp3,hcp","","False",186802,"gi|565837858|ref|WP_023921376.1| hydroxylamine reductase [Ruminococcus lactaris]"
"62054342",84.2842823156517,-9.62150458598704,3.72795202514846,-2.58090890684246,0.0098540579618555,0.0879044535644887,"BN476_01474,BN498_02112,BN562_01167","","False",2,"C0EW99|EUBHAL_01687 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Eubacterium hallii DSM 3353]"
"62406071",92.3005410971794,-9.66332374420377,3.72526215611903,-2.59399831185867,0.0094866952718778,0.0879044535644887,"","","False",NA,"SRS014287.26787-T1-C"
"63603065",81.125725628565,-9.68378925307326,3.73043199613163,-2.59588950103236,0.00943464012540948,0.0879044535644887,"","","False",NA,"V1.UC59-0_GL0114565  [gene]  locus=scaffold9900_2:3:1079:+ [Lack both ends] codon-table.11"
"65643947",90.3492838409579,-9.79142872351044,3.72604063829198,-2.62783734103309,0.00859295936561756,0.0879044535644887,"","","False",NA,"6-3_GL0040418_1_528_+"
"37964574",80.6948635096814,-9.55641006711837,3.72968386279967,-2.56225739731863,0.0103994213897539,0.0900579835429285,"","","False",333367,"C0D1Y2|CLOSTASPAR_03271 hypothetical protein [Clostridium asparagiforme DSM 15981]"
"58687019",79.34526841107,-9.55641024657533,3.73048741119177,-2.5617055342166,0.0104159589506946,0.0900579835429285,"","","False",NA,"SRS048164.24907-T1-C"
"4013776",86.5729383465261,-9.4765560912763,3.72816608498892,-2.54188141709477,0.0110257573665791,0.0925759907465186,"CC1_16390","CC1_16390","False",116085,"gi|505326867|ref|WP_015513969.1| Acyl-CoA dehydrogenases [Coprococcus catus]"
"64585856",84.2111469239561,-9.47655637795143,3.72867202768574,-2.54153658664187,0.011036639466222,0.0925759907465186,"rplA","rplA","False",131567,"gi|494097714|ref|WP_007038516.1| 50S ribosomal protein L1 [Clostridium bolteae]"
"62997598",94.4347499262175,-9.41668381197796,3.72918366906595,-2.52513274958553,0.0115654592351818,0.0955851189731203,"BN512_01621,CL3_07570,BN635_01569,BN749_00804,EUBREC_0735,BN662_02119,ERE_22560,BN626_02455,BN593_01378,EUR_03530,BN498_00335,BN525_00857,BN476_01360,CLS_36820,BN724_00260,RO1_16590,BN584_00231,BN730_01766,BN737_00074,BN719_02107,ROI_30670,CK3_18870,BN583_01452,BN524_01593,BN699_02476,BN606_01688,BN808_01454,BN508_02167,BN572_00733,BN600_02031,BN518_00606,CL2_10550,BN500_00345,RHOM_02775,BN484_01127,BN789_01735,BN504_00044,BN562_01523","","False",2,"gi|238923142|ref|YP_002936655.1| butyryl-CoA dehydrogenase [Eubacterium rectale ATCC 33656]"
"40723118",92.829067863094,-9.36693102088885,3.73025775446842,-2.51106803803794,0.0120366495524073,0.0980376383833755,"","","False",NA,"T2D-62A_GL0051986  [gene]  locus=scaffold11214_2:3:587:+ [Lack both ends] codon-table.11"
"54920114",78.7802870428853,-9.2889302504733,3.73275301704593,-2.48849313309898,0.0128285714546013,0.102995102249799,"","","False",NA,"SRS020869.199017-T1-C"
"61499497",82.3168984096952,-9.17789865730993,3.7347451246551,-2.4574364115831,0.0139932581151099,0.110763536066081,"PIGR","PIGR","True",9606,"sp|P01833|PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens GN=PIGR PE=1 SV=4"
"62559129",251.193489275472,7.27310572802886,3.07249671488884,2.36716468817835,0.0179249545299397,0.139914228414252,"BN792_00379,FPR_05920","","False",216851,"gi|479171187|ref|YP_007799374.1| carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-) [Faecalibacterium prausnitzii SL3/3]"
"62381609",106.115049889514,-6.87275994606024,2.97694175943428,-2.30866456297966,0.0209622022363012,0.16138024187399,"glpK","glpK","False",2,"C0EUZ4|EUBHAL_01232 glycerol kinase [Eubacterium hallii DSM 3353]"
"61474785",180.783305834573,-6.29107903932616,2.81196271950873,-2.23725549264226,0.025269646329552,0.191912719421733,"PRB1","PRB1","True",9606,"tr|G3V1M9|G3V1M9_HUMAN Basic peptide IB-6 OS=Homo sapiens GN=PRB1 PE=4 SV=1"
"69425997",130.526610849715,-5.99025931541662,2.86442263565214,-2.09126238595473,0.0365045496423368,0.273540758653243,"","","False",NA,"MH0314_GL0012390  [gene]  locus=scaffold41842_5:1:264:- [Lack 3'-end] codon-table.11"
"52944288",117.114537152466,6.14885410743962,3.00859778924175,2.04376076105185,0.0409771873329819,0.303015516857051,"","","False",NA,"SRS050422.56066-T1-C"
"62837650",113.107809205051,5.77890773341199,2.88769100888875,2.00122094629365,0.0453685846269329,0.331131747536835,"","","False",NA,"O2.UC48-0_GL0260817  [gene]  locus=scaffold3800_1:5828:7153:- [Complete] codon-table.11"
"65829784",136.281086425436,-5.30086617543395,2.71615957169816,-1.95160337068113,0.0509853127564829,0.362705642647385,"","","False",NA,"V1.UC37-0_GL0102601  [gene]  locus=scaffold974_2:2:661:+ [Lack both ends] codon-table.11"
"66324910",102.429905794926,-5.457732745595,2.79108646952594,-1.95541514216218,0.0505340903040541,0.362705642647385,"rpsE","rpsE","False",2,"gi|491489813|ref|WP_005347551.1| 30S ribosomal protein S5 [Eubacterium hallii]"
"61732581",116.099630787973,-5.31058180916252,2.73411026935092,-1.94234368258426,0.052095508145347,0.365970944721063,"BN498_01134,BN476_02207","","False",2,"gi|491485709|ref|WP_005343450.1| pyruvate formate-lyase [Eubacterium hallii]"
"41172647",87.929934903299,-5.30086462140181,2.79119592344341,-1.89913741879585,0.0575464103659762,0.399272625008378,"","","False",1239,"gi|544690865|ref|WP_021122168.1| TCP-1/cpn60 chaperonin family protein [[Clostridium] sordellii]"
"2008440",110.890891400686,-5.09890828873297,2.70992036427773,-1.88157126532092,0.0598942507419002,0.408271213132039,"tuf,tufA","","False",131567,"gi|571027788|ref|YP_008899906.1| translation elongation factor Tu TufA [Thermosynechococcus sp. NK55a]"
"22076829",147.811997075325,-4.96040937206857,2.64790918891664,-1.87333062358459,0.0610227435998065,0.408271213132039,"Lebu_0114,Smon_0018,Clocel_0719,NT01CX_1404,HA1_08067,gapA,gapC,gap,gapB,Cbei_0597,BN488_01556","","False",2,"gi|502496221|ref|WP_012806238.1| glyceraldehyde-3-phosphate dehydrogenase [Leptotrichia buccalis]"
"40084907",149.472500255961,5.32255820850374,2.83415261169295,1.87800691696852,0.060380218850088,0.408271213132039,"","","False",NA,"SRS014459.17980-T1-C"
"36217602",162.625063673425,-4.87568686171363,2.65033719923663,-1.83964774864042,0.0658199693793888,0.4351861504849,"","","False",NA,"SRS011134.282826-T1-C"
"41650094",108.679572064307,-4.90733132725421,2.7086885464354,-1.81170010620535,0.0700325472200233,0.457654552763408,"","","False",NA,"SRS055982.116516-T1-C"
"62623865",84.3035144982579,4.8693779236157,2.72526947675787,1.78675098559742,0.073977744502205,0.477879223106198,"FPR_27490,EUR_30670,BN501_01949,EUBREC_0134,BN652_02779,FP2_19460,ERE_03100","","False",1239,"gi|547181450|ref|WP_021923702.1| carbohydrate ABC transporter substrate-binding protein CUT1 family (TC 3.A.1.1.-) [Roseburia inulinivorans CAG:15]"
"58194975",85.4958646746626,-4.82476841511715,2.74316539174014,-1.75883248951918,0.0786059646303677,0.502006274116666,"","","False",NA,"SZEY-62A_GL0023936  [gene]  locus=scaffold82785_2:1:654:- [Lack 3'-end] codon-table.11"
"61678241",333.581276631455,-4.42484250029345,2.54146025328531,-1.74106303436126,0.0816725300377061,0.515729908777425,"BN563_00906,BN710_00715,BN454_00378,BN649_00247,BN671_01509,BN683_01861,BN466_00437,BN740_00988,BN660_00704,ES1_08210,BN687_00890,BN481_02120,BN568_01183,RUM_04490,RBR_04040,BN468_00536,ROI_19500,BN774_01975,BN593_01313,BN795_01555,BN622_00458,BN698_00848,BN771_01283,BN761_00778,ppdK,BN640_01168,BN765_00633,BN479_01100,BN618_01570,BN519_00411,Rumal_0315,BN807_00097,BN556_00743,BN584_00896,BN500_01803,BN462_00642,ERE_28690,BN767_00379,EUBREC_1857,BN633_00548,BN499_02805,BN708_02105,BN730_01192,BN516_00311,BN621_00687,BN652_00271,BN680_00835,BN726_00314,CIY_13020,EUBELI_01258,BN645_01281,BN718_00117,BN614_00294,BN766_01323,BN569_01159,BN517_00539,BN539_00171,BN815_01358,BN743_00954,BN538_00801,BN757_02452,BN635_00269,BN803_00523,BN672_01111,CK5_25200,BN695_01535,BN818_00258,RHOM_06305,BN482_01080,RO1_07940,BN524_01403,BN450_02489,BN520_00538,BN627_00048,BN580_00227,BN501_00453,BN720_01306,BN810_00013,BN647_00987,BN495_00008,BN734_00778,BN611_00866,BN566_00118,BN545_00103,BN605_00655,BN630_01957,BN531_01790,BN626_01688,BN788_00745,BN537_00165,BN546_00381,CCU_15430,EubceDRAFT1_0828,BN596_00739,BN737_00857,BN749_00391,BN797_00590,BN714_02056,RTO_08070,CLS_30360,BN804_00558,BN690_01810,BN572_00694,BN816_01957,Closa_0915,EUS_22450,CL3_19690,BN619_00132,BN470_00029,BN782_02489,CK1_19040,BN512_01068,BN653_01341,BN721_00755,EUR_14520,BN606_01071","","False",2,"gi|302670516|ref|YP_003830476.1| pyruvate phosphate dikinase PpdK [Butyrivibrio proteoclasticus B316]"
