"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"G3XD11",5.19681957898702,5.93886010555111,1.83819604362543,3.23080888251617,0.00123440447883812,0.0276343839301769
"P30720",380.459314095598,1.8244897058798,0.566442725265716,3.22096060996094,0.00127761706526503,0.0276343839301769
"Q9I1S0",25.5502451083628,-2.64219505544945,0.819743724996455,-3.22319643918089,0.00126768584808974,0.0276343839301769
"Q51487",5.16047626848817,5.92568383484499,1.84932736808701,3.20423735521455,0.00135420784303424,0.0278111420747415
"Q9HTJ9",5.61742656520686,-5.83312682849392,1.82118167630182,-3.20293516259121,0.00136034604339735,0.0278111420747415
"Q9HWC8",419.069030453363,1.93740857372596,0.603551815537596,3.21001200534915,0.00132729428589493,0.0278111420747415
"Q9HZK6",4.6968088147267,5.79992190481014,1.81327676457066,3.19858612768548,0.00138103274001285,0.0278111420747415
"Q9HV54",116.125173326231,-1.66814520502413,0.524656104005792,-3.17950213918737,0.00147528280506206,0.0292055985815676
"Q9I0J4",19.3397366954668,3.00453930482879,0.95170467867705,3.15700802165369,0.00159396961340853,0.0310292751410193
"Q9HW87",5.18957325839002,-5.74459421994098,1.82410849137819,-3.1492612676786,0.00163683785044825,0.0313414198249763
"P43335",11.2137145423961,-3.99620954180783,1.27109305071618,-3.14391581289524,0.00166703390975522,0.031404767848292
"G3XDA5",4.54295094960051,5.75132946376477,1.83612569394854,3.13231794681588,0.00173431948378526,0.0321537326517649
"O86428",93.3266535825189,1.79779729701914,0.583298075544142,3.08212451299797,0.00205528847100324,0.0363723777898755
"P08308",121.673476731037,-1.63016657784509,0.528560023371244,-3.08416547934824,0.00204124022897043,0.0363723777898755
"Q9I6C0",4.49907529730791,5.74330808058727,1.85957525368399,3.08850532895038,0.00201166085784404,0.0363723777898755
"G3XD47",43.9262335210305,-2.83092942118704,0.927835678526485,-3.05111075883921,0.00227996453005934,0.038042836730133
"Q9HUD0",4.78556383540233,-5.62450515197244,1.84321518538427,-3.05146420047525,0.00227728202946412,0.038042836730133
"Q9HVW6",4.65926983140956,-5.57833573874898,1.82325931812574,-3.05954050709767,0.00221676807857404,0.038042836730133
"Q9HXW5",4.77250683785488,-5.60436314020393,1.83148220647348,-3.06001506342512,0.00221325859464365,0.038042836730133
"Q9I263",5.86499904487165,6.11653361015321,2.02352368653581,3.0227141154075,0.00250518787406082,0.0412121047451133
"Q9HT20",176.849010559167,2.22568566969094,0.738888849025455,3.01220633201661,0.0025935624539736,0.0418342655962972
"Q9I1N4",11.0477226397197,3.65057303209142,1.21291633649629,3.00974842389931,0.00261464159976858,0.0418342655962972
"Q9HWF5",9.62501323097934,3.91171010209079,1.30438964412501,2.99888159930523,0.0027097258748248,0.042262612021363
"Q9I251",29.0385647628968,2.14022714887438,0.713783554210144,2.99842597416342,0.00271378073767314,0.042262612021363
"Q59638",67.8669634242684,1.58197353728184,0.530689398660562,2.98097821677741,0.00287329230292902,0.0441579659186987
"P72151",403.446484340862,-1.53539997528961,0.519019967509412,-2.95826764171991,0.00309373382397421,0.0469283260571672
"Q9HVY4",41.0623372367817,1.96218563586747,0.666604507362516,2.94355290760191,0.00324468358178331,0.0485870567118321
"P09591",998.035061135823,-1.42102251953036,0.486318618808311,-2.92199900347734,0.00347792653279004,0.0501508418555404
"Q9HUD4",8.63883967576727,3.55719284784475,1.21621454254677,2.92480703313737,0.003446698791281,0.0501508418555404
"Q9HYF4",4.56412952545153,5.76523136707278,1.97247922687247,2.92283502331937,0.0034686024498716,0.0501508418555404
"Q9I6C8",13.482469972541,2.98923112924215,1.0267244988156,2.91142476164778,0.00359784545022302,0.0512473595836644
"Q9HVS7",4.24448449598013,5.64267082955203,1.95640952662008,2.88419717486266,0.00392412968245166,0.0545640889178993
"Q9I3F6",13.4704843604039,2.81433184757553,0.97467661268653,2.88745191065814,0.00388375969522087,0.0545640889178993
"Q9HVT2",12.8543341644078,2.88608033552122,1.01348455072947,2.84768064145025,0.0044039093028735,0.0592416780726015
"Q9HWH9",3.82469269451126,5.49775218173227,1.92707982074646,2.8528928187327,0.00433232309402445,0.0592416780726015
"Q9HXW7",3.88774230892048,5.51953316983305,1.93868748888486,2.8470463658936,0.0044126934865722,0.0592416780726015
"G3XD18",5.20435192078078,5.93795148722352,2.09214152158309,2.83821693033957,0.00453663387001323,0.0600675243148315
"Q9I5R7",3.83871585211321,5.50839707642224,1.94273404832197,2.83538402036043,0.00457706306851028,0.0600675243148315
"P11221",36.6203479323159,2.99763411872249,1.0683077488963,2.80596496825884,0.00501661459464856,0.0643045388716571
"Q9HWD2",268.844079335414,-1.49114450857327,0.53200721556632,-2.80286519607813,0.00506508354126067,0.0643045388716571
"Q9I456",3.78596784673332,5.49031586452033,1.95639982783974,2.80633630528517,0.00501083647640821,0.0643045388716571
"P20576",5.45898084137635,-5.80611988298963,2.09112743470475,-2.77655000198944,0.00549391838330031,0.0672451173725822
"Q9I028",34.8029819452893,1.67965671295338,0.605259252995655,2.77510290778725,0.00551842432985969,0.0672451173725822
"Q9I6A1",10.9716078296485,2.97260674051352,1.0713647944551,2.7745981162517,0.00552699594843141,0.0672451173725822
"Q9I6A7",58.5399615283181,-1.79268760452183,0.645254276922456,-2.77826535776262,0.00546499678834435,0.0672451173725822
"Q9HT18",66.5314861193308,2.0140667948468,0.733661565488624,2.74522598646069,0.00604692416687402,0.0728124477000913
"Q9HVD1",3.69859346569281,5.45384912320179,2.00986625201106,2.71353833507315,0.00665688655735387,0.0785378131211042
"Q9I746",3.61322369838669,5.42277332066568,1.99597398023718,2.71685571773901,0.00659053312300347,0.0785378131211042
"Q9HW04",10.6984106686417,-3.06956913063304,1.13890535530086,-2.69519246383924,0.00703479838381547,0.0821664451229647
"Q9HUW2",3.39975008852772,5.33673633954595,1.98736155755112,2.68533741093494,0.00724566183221552,0.0837914160398785
"Q9HVF8",3.31237570748721,5.29584429789281,2.00571170339937,2.64038161063585,0.00828127206208757,0.0939080171700804
"Q9I403",3.42101790902726,5.33190092556263,2.01696190610188,2.64353080215949,0.00820463001376391,0.0939080171700804
"Q9HTL0",13.7414798566127,2.85426813302664,1.08526242336746,2.63002576295798,0.00853783977193152,0.0943247105291531
"Q9HUU5",3.62728367883787,-5.21971319256505,1.98533639639689,-2.62913287744994,0.00856029051035122,0.0943247105291531
"Q9HXJ3",4.21768894742122,5.65430185929677,2.14884044877052,2.63132698499413,0.00850521606917999,0.0943247105291531
"G3XD39",43.7926061566224,1.80276012152942,0.689869359533847,2.61319059415476,0.008970126303885,0.0979168927377353
"Q9HTZ7",50.7373154963931,-1.94926455471157,0.749297013842868,-2.6014577913697,0.00928284874744838,0.0994712599726579
"Q9HX58",3.21985052193203,5.25154769653023,2.01763746385386,2.60282027401459,0.00924604097208965,0.0994712599726579
"O69753",27.15938860172,-2.17240665784739,0.839092606808249,-2.58899511236407,0.00962564606862431,0.0994934036119751
"Q59637",223.99208432384,-1.54623415382756,0.597127121134348,-2.5894555767124,0.00961278248700464,0.0994934036119751
"Q9HXU8",28.8249656396818,1.96391133529775,0.758401369326705,2.58954086151147,0.00961040164461867,0.0994934036119751
"Q9I758",3.30207409845787,5.29163243159342,2.03709672283506,2.5976343549505,0.00938683899742723,0.0994934036119751
"Q9HY79",69.2659164834255,1.42449255909388,0.555649706939829,2.56365213785336,0.0103577296005127,0.106121299766657
"P24474",127.671899165436,-1.79988582346822,0.708756044455474,-2.53949978634898,0.0111011113123132,0.110436897239404
"Q9HTR6",22.0098183579459,1.7818567641277,0.702143746451137,2.53773785372837,0.0111571522895973,0.110436897239404
"Q9HVZ2",14.1065822990871,2.16496945912178,0.850239023988013,2.5463068596488,0.0108869438832961,0.110436897239404
"Q9I645",3.13247614089151,5.20821590129399,2.05036181713436,2.54014479677208,0.0110806583734471,0.110436897239404
"Q9HUV9",9.6483039740566,-2.57341600879768,1.02868206925243,-2.50166313355482,0.0123611479098902,0.120933512734826
"Q9I4H7",3.23682706345225,-5.05276977214162,2.02123116161913,-2.49984755236707,0.0124246759659067,0.120933512734826
"Q9HT70",3.86170060745097,5.50891307384869,2.22346600944012,2.47762414647205,0.013226038775204,0.125593603979173
"Q9I1N5",3.10815137426022,5.19118760765493,2.09392557495272,2.47916529114085,0.013169026324585,0.125593603979173
"Q9I4G6",7.30166924848849,3.43182933430668,1.38453518837658,2.47868697243487,0.013186697743293,0.125593603979173
"Q9HWX6",3.15547752579488,-5.01609056205125,2.02882860619595,-2.47240725349216,0.0134206532192706,0.126413894839581
"Q9HVR8",3.03995095533633,5.16144828429163,2.09184770936061,2.46741111276655,0.0136094005609411,0.127166238841433
"Q9HT16",6.83522935422162,3.30747085270125,1.35469224008613,2.44149243262143,0.0146266948761503,0.134921013015729
"Q9HUJ1",2.90526705232677,5.10128095557654,2.09064498977135,2.44005126673106,0.0146851777043647,0.134921013015729
"Q9I5S2",3.77432622641046,5.47376413342247,2.24557137348872,2.4375818992199,0.0147858644400799,0.134921013015729
"Q9HT06",6.30182350616356,4.53385960549011,1.86611097445541,2.42957662623105,0.015116469173813,0.136002316472736
"Q9HTV9",2.83706663340287,5.07004954117051,2.10227134415301,2.41170082790297,0.0158783045199047,0.136002316472736
"Q9HUE4",15.2263427481364,2.06482886084513,0.857535904058802,2.40786286739959,0.0160462070623535,0.136002316472736
"Q9HUM9",64.1401806255375,-1.8040616768257,0.744691687620001,-2.42256185588884,0.0154115017970112,0.136002316472736
"Q9HXR3",2.86654220454883,5.09169714659119,2.1144662570821,2.40802951077478,0.0160388844856168,0.136002316472736
"Q9HY48",2.83706663340287,5.07004954117051,2.10227134415301,2.41170082790297,0.0158783045199047,0.136002316472736
"Q9I0I6",2.86482526971061,5.09095173235723,2.10335715522863,2.42039337908062,0.0155037251092315,0.136002316472736
"Q9I1N3",2.83706663340287,5.07004954117051,2.10227134415301,2.41170082790297,0.0158783045199047,0.136002316472736
"Q9I706",2.8387835682411,5.07084500636837,2.09533425968799,2.42006495284598,0.0155177350386434,0.136002316472736
"Q9X4G0",34.3908764591284,-1.76401033270094,0.732760262525621,-2.40734988360434,0.0160687668435253,0.136002316472736
"Q9I589",56.7371946586892,-1.67752431737845,0.703367801429648,-2.38498878391754,0.0170796420738922,0.143518143469828
"Q9I6V2",3.56256955138971,5.39061414653654,2.27558009174785,2.36889668972102,0.0178412362349977,0.148846885160553
"Q9HWE5",11.4803397613913,2.63960123752853,1.11610249240008,2.3650168828602,0.0180292490213832,0.149348672744508
"Q9HUA4",3.48235058859827,5.35931047188039,2.282147912449,2.34836245391704,0.0188561621478177,0.151889637163111
"Q9HV40",2.93777698493437,-4.90464362924565,2.08553934336174,-2.35173872161995,0.018685895102149,0.151889637163111
"Q9HXM5",49.3734846401845,1.41646943639317,0.6026565059972,2.35037608039986,0.0187544512931198,0.151889637163111
"Q9HXZ4",48.3790539879034,-1.42786916218525,0.607431778587531,-2.35066588960079,0.0187398522353347,0.151889637163111
"Q9HZ32",5.49136146348574,-3.96652258376823,1.69843030264735,-2.33540497810572,0.0195222746190683,0.155404674326342
"Q9I4S5",9.92611875717081,-2.44038901055274,1.04526481866454,-2.33470883835031,0.01955863623799,0.155404674326342
"Q9I3I4",3.53211708252864,-5.19380616656766,2.24350447132114,-2.3150415936141,0.0206106558984373,0.161565409995804
"Q9I5Z9",2.71096740458442,5.01054240519636,2.1621646400767,2.31737320661142,0.020483410581019,0.161565409995804
"Q9I036",52.0687527657026,-1.35159470204406,0.585316621302187,-2.30916849591097,0.0209342330305704,0.162843734226991
"Q9I0J5",2.61672528419102,4.95561086528828,2.1480382450078,2.30704033170988,0.0210525718050306,0.162843734226991
"Q9HXW6",7.85660781615649,3.75492722524025,1.62992110305286,2.30374784289083,0.021236802488184,0.163188061224993
"Q9I4K5",2.72708442056929,5.00210098719331,2.18804873584223,2.28610126696647,0.0222483348952752,0.169843497762624
"Q9HTW1",2.83608188985142,-4.86136686632491,2.14284059621927,-2.26865538897391,0.0232892904719737,0.173199695522405
"Q9HU01",2.59583438723617,4.93623116579326,2.1772896111181,2.26714495884558,0.0233813718918436,0.173199695522405
"Q9HXC2",7.54219897474545,-3.48911364437672,1.53950158196806,-2.26639172394764,0.023427409863051,0.173199695522405
"Q9HYX0",2.55024180010535,4.92199665896394,2.17176388552342,2.26635901433534,0.0234294108669007,0.173199695522405
"Q9I2F5",2.6588840016454,4.96823313707295,2.19043256682176,2.26815160271365,0.0233199680973126,0.173199695522405
"Q9HZA1",3.13038228250859,5.22492322190844,2.31430669046305,2.25766241070799,0.0239667144299609,0.176057373925751
"P20581",2.71756973777954,-4.79439749788439,2.12851927053389,-2.25245670276776,0.0242934259047703,0.177342009104824
"Q9HYI6",3.23940140759334,5.25140327189274,2.34369338499205,2.24065285396134,0.0250485702245323,0.181718820013998
"Q9HT68",20.2512161707303,1.69264654301589,0.757051730918484,2.2358400012669,0.0253622536396056,0.182858717599132
"P43904",2.48032444634323,4.88560369179536,2.20514432884831,2.2155482649732,0.0267224553612181,0.191483606514741
"Q9HU83",11.7848956389047,-2.06061483621825,0.937529133510308,-2.1979208566062,0.0279547463380229,0.199092339773236
"Q9HXY8",2.50674307135744,4.88145989263524,2.23439022639049,2.18469443474111,0.0289112585194305,0.203470169057579
"Q9I680",7.25167910203007,2.80512522928343,1.2840425273434,2.18460461359256,0.0289178493694848,0.203470169057579
"Q9HZG8",11.3890320046166,2.57381262941935,1.18043811050485,2.18038760907049,0.0292287418479243,0.204426170529195
"Q9HWB5",2.43682571759532,4.84359591787506,2.22412073427685,2.17775763843589,0.0294240852287745,0.204567449685766
"Q9HVL7",2.98167522189708,5.15427403470848,2.37918597234884,2.16640233029784,0.030280456049299,0.209275577902848
"Q59641",13.6418735312299,-1.89596034505407,0.885347687042669,-2.14148675464117,0.0322348054907489,0.218896818681365
"Q9I198",6.6699031850653,3.03281741798079,1.41538956912395,2.1427439371748,0.0321336652356535,0.218896818681365
"Q9I696",10.3649078523656,2.04475123581741,0.954794363281754,2.14156190531889,0.0322287519669136,0.218896818681365
"O52760",71.2629893909633,1.17592808349334,0.550022523615142,2.13796350695659,0.0325197051830242,0.21955500377903
"Q9I794",2.3737761031861,4.80921941687295,2.25295131532191,2.13463086581869,0.0327911741594103,0.220115467920639
"Q9HVN9",2.30214181458576,4.7687504582722,2.24079825711616,2.12814805756295,0.0333248098617465,0.220471363882661
"Q9HXV8",5.33588398983727,3.28627323797222,1.54494335048657,2.1271156880524,0.033410472095232,0.220471363882661
"Q9I5H9",15.0009441369639,2.17630889370344,1.02147291968895,2.13055955939209,0.0331254441908154,0.220471363882661
"Q9I6M5",111.292289551183,-1.02623643183511,0.484640337420321,-2.11752170134585,0.0342155954989312,0.224515817655908
"Q9I2Y0",2.42379480488822,-4.64292241669215,2.19803363989405,-2.11230726064591,0.0346601035041379,0.226162016161079
"Q9I6W2",2.97896139182828,-4.94921260958551,2.34581538080458,-2.10980482525782,0.0348751706816615,0.226301107534337
"Q03456",24.7867704203893,1.69507700669182,0.809524454699334,2.09391698651203,0.0362673758163817,0.228836688563496
"Q9HT50",9.83473203942601,-2.35211140180416,1.12435391702297,-2.09196709878683,0.0364414589664472,0.228836688563496
"Q9HTK0",2.99645222658842,5.13529976897769,2.4452168856942,2.10014080919443,0.0357164563674104,0.228836688563496
"Q9HU14",3.02314831507114,-4.96673506124951,2.36439706116955,-2.10063493260845,0.0356730251103829,0.228836688563496
"Q9I2N2",11.6759844529558,-2.19936655728891,1.04853755085663,-2.09755631116126,0.0359443578722767,0.228836688563496
"Q9I5I8",2.4192772023542,-4.63822814448843,2.21569023735427,-2.09335586098302,0.0363173995014272,0.228836688563496
"Q9HWU9",6.47307749770921,3.07169111033695,1.46996391804276,2.08963708063451,0.0366504129509874,0.228918087308841
"P0C2B2",8.03511488627751,2.90416729964969,1.39789619085004,2.07752715735187,0.0377529314012886,0.229663666024506
"P57665",2.38788554362087,-4.60855651072758,2.21547143118319,-2.08016968572072,0.0375099716766841,0.229663666024506
"Q9I0M2",45.0258208259456,-1.41463353507031,0.678291861682648,-2.08558235028946,0.0370164714853991,0.229663666024506
"Q9I2A2",19.8476435636094,2.05534996687623,0.988071542773487,2.08016310348027,0.0375105752050214,0.229663666024506
"Q9I6J2",63.8453571448733,-1.07289582917007,0.515902300531755,-2.07964924378939,0.0375577167226766,0.229663666024506
"Q9HVM1",16.2154888986824,5.98313321944004,2.89837152732497,2.06430858260678,0.038988467787013,0.233820473368034
"Q9I1M1",6.89812990049879,-2.66087634723838,1.28690786580421,-2.06765100901419,0.038672851813179,0.233820473368034
"Q9I3G1",57.2561265045218,1.17887215153795,0.571214704289265,2.06379867795029,0.0390368084818207,0.233820473368034
"Q9HVC4",164.996242529751,-1.1268461259347,0.549755125206386,-2.04972373020018,0.0403913979692227,0.238268448626526
"Q9I3Y3",2.72365055089285,5.00369941092904,2.44005823323193,2.05064753897348,0.0403012832706024,0.238268448626526
"Q9I4W0",30.8269116986368,-1.50181107747827,0.731990976714978,-2.05167976826447,0.0402007942247233,0.238268448626526
"Q9HY81",522.690762442519,-1.39799971482474,0.685541756819492,-2.0392626720663,0.0414238189755966,0.243130756600487
"Q9I2L7",8.58004222691369,2.55405100249027,1.25492491787065,2.03522216040142,0.0418285242447736,0.244278581589478
"Q9HXG8",9.8758487081615,-2.19488774056998,1.0874093391609,-2.01845584870888,0.0435438079498445,0.250537771849351
"Q9I500",16.6411940563156,2.17981809189595,1.07881877557261,2.02056002477243,0.0433253306075135,0.250537771849351
"Q9I5H5",4.21278981761454,-3.54980798629602,1.75803669865887,-2.01918878542411,0.0434676014846818,0.250537771849351
"Q9HU69",2.77267700770012,5.02311119126634,2.49131875625784,2.01624588529629,0.0437742704708911,0.250629156421573
"Q9I494",16.8400105317539,1.55024937812389,0.771295330176535,2.00992968253687,0.0444386316765095,0.253191813649576
"Q51567",214.420657043777,-1.02342920340506,0.511883504116989,-1.99934007479006,0.0455715709379697,0.258386382793925
"Q9I5Y8",62.5381668355683,-1.07449992103376,0.538704225017667,-1.99460087954298,0.0460864275925786,0.260043224290492
"P05384",719.782029155105,1.1889545579713,0.598143378513425,1.98774173664887,0.0468402604285774,0.26176757981138
"Q9HZG5",2.68317556269726,-4.79951075535165,2.41448737337105,-1.98779699918276,0.0468341457617074,0.26176757981138
"Q9HW02",13.4540078790831,2.08908401054497,1.05795907599075,1.97463593626115,0.0483094778437278,0.268692714864162
"P80357",8.89641007278328,2.22107389936404,1.12869587672638,1.96782317111492,0.049088387145615,0.271730977185205
"Q9HV22",9.29848401257046,2.93656895705077,1.49572977893737,1.96330179314678,0.0496111172287333,0.272045938606387
"Q9I1Z9",19.5143884050809,1.97221556420989,1.00385332134764,1.96464515509324,0.0494553218261088,0.272045938606387
"Q9HTI6",4.01651856703719,-3.47282361651932,1.78132717579949,-1.94957089506067,0.0512272852109495,0.279595650123313
"Q9HVF1",52.132523813718,1.04149401965601,0.536818191788624,1.94012430202086,0.0523645852356312,0.283156646088969
"Q9I0Z9",12.2016862150003,1.91617597853796,0.987078600795975,1.94125977099774,0.0522267764592614,0.283156646088969
"P38108",12.1510645930992,1.99347185432395,1.0360557425033,1.92409710457022,0.0543424129597321,0.286177247496388
"Q51576",2.54890178881182,4.90152243996344,2.54449592821388,1.92632355415247,0.0540639861340813,0.286177247496388
"Q9HU50",7.99033413188707,2.44460918583243,1.26993668889949,1.92498508563517,0.0542312241280415,0.286177247496388
"Q9HX20",2.57946957137461,-4.7388825598523,2.46343181155157,-1.92369138761245,0.0543932782056491,0.286177247496388
"Q9I0F9",5.9136372070982,-2.64152055005615,1.36920916735135,-1.92923083853288,0.0537022113530101,0.286177247496388
"Q9I5A7",8.67429549094974,2.28236554233718,1.1837155266187,1.92813686313365,0.0538381048652079,0.286177247496388
"Q9I3G2",55.1641631436888,1.1938611250375,0.623399579135956,1.91508169879134,0.0554820853809041,0.290596752129579
"G3XD24",6.42070024996789,2.44608568641323,1.29867795136082,1.88351983942601,0.0596299537798112,0.297514374410156
"Q9HV50",18.289558670734,-1.55914373316617,0.829837466417781,-1.87885434951092,0.0602643835748122,0.297514374410156
"Q9HVM4",18.9487791650562,-1.46416070924541,0.776448888594917,-1.88571421860748,0.0593334758029145,0.297514374410156
"Q9HVR5",2.340489738819,4.80613369909857,2.53685086676961,1.8945274876243,0.0581550293778351,0.297514374410156
"Q9HVV4",4.74269931667153,-3.11056845425688,1.65696081812808,-1.87727339127487,0.060480633193085,0.297514374410156
"Q9HW92",13.3845854439384,1.57934721707912,0.84176613369869,1.87623040872354,0.0606236482102887,0.297514374410156
"Q9HX94",7.57643757995103,-2.27931611206532,1.20441778377562,-1.89246301637967,0.0584293167577442,0.297514374410156
"Q9HYR6",6.20800006279247,-2.74168475234723,1.46098836539554,-1.87659588350313,0.0605735020078117,0.297514374410156
"Q9HZ86",7.05165156544274,2.12202640104999,1.12873934478692,1.87999683970491,0.0601085086312344,0.297514374410156
"Q9HZ98",5.07635997092839,3.66990483301482,1.93421030490592,1.89736598119992,0.0577796522226018,0.297514374410156
"Q9I0H2",2.41250095096403,4.82570178187891,2.53982919713955,1.90001035790666,0.0574317603604086,0.297514374410156
"Q9I2W7",63.230074537736,1.08451214064977,0.574837628521126,1.88664083010689,0.0592086511101081,0.297514374410156
"Q9I341",6.7315682896464,-2.41174815347777,1.27806775398713,-1.88702683872115,0.0591567158788311,0.297514374410156
"Q9I4J5",3.79957556926922,-3.39544044917287,1.79139645736221,-1.89541540914543,0.058037388838377,0.297514374410156
"Q9I6J0",21.2595261141167,-1.52817438171533,0.806293023395763,-1.89530894770651,0.058051483450403,0.297514374410156
"G3XD23",17.4481352154552,-1.47568288785312,0.796137257360863,-1.85355335931005,0.0638030855436738,0.307274957305567
