,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,name
Q58FG1,52.4954616309648,-3.20260709967033,1.07179380164685,-2.98808137791933,0.00280734793934704,0.0969445852995523,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1 
Q71DI3,136.12580801168102,-2.15234354910686,0.719858399330249,-2.9899540675074303,0.0027901940095113697,0.0969445852995523,Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3 
D6R8Z5,4.26144260498979,5.96201024286519,2.02202237122179,2.9485382198134102,0.0031928065741866603,0.0990669420131439,Matrin-3 (Fragment) OS=Homo sapiens GN=MATR3 PE=1 SV=1 
P11766,5.21893109583661,-5.4400290600040595,1.84358805072357,-2.95078342359019,0.0031696908670648103,0.0990669420131439,Alcohol dehydrogenase class-3 OS=Homo sapiens GN=ADH5 PE=1 SV=4 
D6RD66,5.09431994138551,-5.40178281494615,1.8665299588846298,-2.8940241699490694,0.0038033888402161102,0.116373133541612,WD repeat-containing protein 1 (Fragment) OS=Homo sapiens GN=WDR1 PE=1 SV=1 
Q15008,3.8475094616072405,5.81964398555815,2.01791461088674,2.88398922043625,0.00392672194438024,0.118500937581776,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1 
A6NHQ2,3.8032877248831802,5.8043227227712,2.03537229505943,2.85172532654608,0.00434826559924705,0.12772305486855,rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens GN=FBLL1 PE=3 SV=2 
M0R248,5.09462999043301,-5.402248291439659,1.8928501393255999,-2.8540285251342703,0.00431686550248215,0.12772305486855,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment) OS=Homo sapiens GN=ECH1 PE=1 SV=1 "
P24534,12.480268147063999,-3.32696153673356,1.18320176322441,-2.81182942769379,0.00492606186084193,0.142790977360984,Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3 
H7C540,7.731275340193791,4.45781819006481,1.5898582465866002,2.8039092162057,0.00504871185995506,0.14444561334390899,Ribose-phosphate pyrophosphokinase 2 (Fragment) OS=Homo sapiens GN=PRPS2 PE=1 SV=1 
P55060,14.782749895796199,3.20576545328857,1.15212336567001,2.7824845401206404,0.00539444353117841,0.150735070016606,Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3 
Q9NUJ1,5.040936865965019,-5.38074904158535,1.9342502184285602,-2.7818267721106,0.005405388348303171,0.150735070016606,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens GN=ABHD10 PE=1 SV=1 "
D6RFM5,13.409855503905801,-3.22063640845311,1.16579956801187,-2.76259873208353,0.00573432157332862,0.155959387975839,
P31040,13.409855503905801,-3.22063640845311,1.16579956801187,-2.76259873208353,0.00573432157332862,0.155959387975839,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2 "
Q15021,3.5625754943110497,5.7037552804718805,2.06856714948808,2.7573459637911295,0.005827266123887729,0.15655447891371602,Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3 
P00813,92.29927480644041,-2.0525862326394297,0.746075190662408,-2.7511787797380496,0.00593812257127915,0.157610650897927,Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3 
B7ZB02,7.2844194685573695,4.36935328315845,1.60424093018936,2.7236266080324305,0.0064569461508037,0.16540293453744798,
E9PL69,3.5469370608111204,5.69823522117058,2.09022852342859,2.72613025671652,0.00640817038874757,0.16540293453744798,
Q9H853,17.5258401346659,2.9738739341989398,1.0907230656553,2.72651604045089,0.00640068414873268,0.16540293453744798,Putative tubulin-like protein alpha-4B OS=Homo sapiens GN=TUBA4B PE=5 SV=2 
F8W7C6,9.66661611288276,3.47169548370749,1.2859673529538602,2.6996762209655,0.00694069871688105,0.175751256014816,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=2 
P00403,3.50638135817286,5.68972754653383,2.1107774744493,2.69556010304604,0.0070270399222015795,0.175915556234206,Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1 
H7C123,9.65165107032676,3.47000300547279,1.29374120715788,2.68214615587284,0.00731514926090878,0.18107049237957396,
A0A087WV22,9.428223134508551,3.4334188455444106,1.2973320980246101,2.64652269898535,0.00813240470774775,0.189965769151855,
A0A0B4J1W3,3.36773086171697,5.62197681621426,2.13196179192496,2.6369969844244503,0.00836435751599181,0.189965769151855,
F5GWI4,85.55639440311221,-1.96004794617449,0.7413856298728371,-2.64376306634198,0.008199002602385229,0.189965769151855,Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=1 
F5GXW0,86.89007274333521,-2.08630878725009,0.7841222022315699,-2.66069342420425,0.00779799234983735,0.189965769151855,Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=1 
H7C2C5,9.428223134508551,3.4334188455444106,1.2973320980246101,2.64652269898535,0.00813240470774775,0.189965769151855,
Q13895,3.3384741675489105,5.61022942988546,2.1150434536522402,2.6525362494079,0.007988954913738059,0.189965769151855,Bystin OS=Homo sapiens GN=BYSL PE=1 SV=3 
Q96L21,9.428223134508551,3.4334188455444106,1.2973320980246101,2.64652269898535,0.00813240470774775,0.189965769151855,60S ribosomal protein L10-like OS=Homo sapiens GN=RPL10L PE=1 SV=3 
Q9BXJ9,3.36773086171697,5.62197681621426,2.13196179192496,2.6369969844244503,0.00836435751599181,0.189965769151855,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens GN=NAA15 PE=1 SV=1 "
P45973,4.56846739945793,-5.25288889532734,2.00069368429988,-2.62553380187508,0.008651321855657841,0.19447818416341,Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1 
P60891,7.708148362440371,3.6524094333074997,1.39755044564152,2.61343656302218,0.00896367224185461,0.19946434291722898,Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=2 
P62258,34.7084673955078,-2.0756825384954802,0.7973115016548249,-2.6033520577432903,0.0092317100898825,0.203374573280112,14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1 
M0R208,3.2643223457128596,5.58062255028216,2.15250455940298,2.5926182250828798,0.00952484378838675,0.20775476104768303,
B0AZS6,35.0090738343213,-1.9805284219249197,0.7667978963365608,-2.58285583644277,0.00979862579255949,0.211631104127535,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1 
Q16643,4.10397085725363,-5.096398495139691,1.97919242541396,-2.57498888420298,0.0100243308185849,0.2144038911975,Drebrin OS=Homo sapiens GN=DBN1 PE=1 SV=4 
H0YAG8,4.05983976304549,-5.08145015529014,1.9792698541687097,-2.56733569936796,0.010248334331318,0.217087312806668,Alcohol dehydrogenase class-3 (Fragment) OS=Homo sapiens GN=ADH5 PE=1 SV=1 
P33992,10.5506664490784,2.7822024462418904,1.0861487166766,2.56152993004022,0.0104212261480824,0.21864724956405301,DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5 
B0YJC5,3.97873960470751,-5.046668028401441,1.97855983157772,-2.5506774917072796,0.0107513763726832,0.22135777709365498,Vimentin OS=Homo sapiens GN=VIM PE=1 SV=1 
E7EUT5,426.767573975155,-1.89414741851208,0.7417407827564021,-2.55365144070034,0.0106599910461993,0.22135777709365498,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=1 
B1ALA9,7.513977120790219,3.61434243794061,1.4237096714342499,2.53867941649896,0.0111271732538961,0.22489140071865196,
P11908,7.513977120790219,3.61434243794061,1.4237096714342499,2.53867941649896,0.0111271732538961,0.22489140071865196,Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2 PE=1 SV=2 
R4GMP8,3.70953235609528,5.75952042396654,2.27945592222814,2.5267083990537005,0.0115137056009162,0.23058812217107602,Serine/arginine-rich-splicing factor 10 OS=Homo sapiens GN=SRSF10 PE=1 SV=1 
E7EX29,35.397416317621605,-1.90152549439678,0.7547166764431659,-2.51952229723915,0.0117514197266659,0.231146229087901,14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens GN=YWHAZ PE=1 SV=1 
P63104,35.397416317621605,-1.90152549439678,0.7547166764431659,-2.51952229723915,0.0117514197266659,0.231146229087901,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1 
B7Z2E6,34.057474606659,-1.9308577952607802,0.768375679066221,-2.51290852621374,0.0119740378023927,0.231393028760272,
H0YB80,34.057474606659,-1.9308577952607802,0.768375679066221,-2.51290852621374,0.0119740378023927,0.231393028760272,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1 
C9JEV8,12.1427685273482,2.8915626592975,1.1575074055394,2.4980943063168,0.0124862971494963,0.23919402278556898,Tubulin alpha-4A chain (Fragment) OS=Homo sapiens GN=TUBA4A PE=1 SV=1 
J3KNE3,3.74918195247466,-4.96042925759004,2.01481410775049,-2.46197862051317,0.0138172902880272,0.26240807959650503,Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Homo sapiens GN=PAFAH1B2 PE=1 SV=1 
P36507,11.9107456053675,-3.5668350254003798,1.45058144414534,-2.4589002153559902,0.0139363346857881,0.26240807959650503,Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens GN=MAP2K2 PE=1 SV=1 
M0R2D3,85.331249149799,-2.0986801892645497,0.857116427174664,-2.44853572131675,0.0143438206118898,0.26332864006661,Tubulin beta-4A chain (Fragment) OS=Homo sapiens GN=TUBB4A PE=1 SV=1 
P04406,460.926106882202,-1.7599501788212402,0.7183504404636709,-2.4499883061048098,0.0142860854290751,0.26332864006661,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3 
Q16401,2.93584003263655,5.4230113245555,2.2100617200512795,2.45378274975491,0.014136235636248998,0.26332864006661,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens GN=PSMD5 PE=1 SV=3 
P30049,3.47779805494874,5.67717769598549,2.3239158235651,2.4429360299617797,0.0145683193147511,0.265239730995013,"ATP synthase subunit delta, mitochondrial OS=Homo sapiens GN=ATP5D PE=1 SV=2 "
P31946,33.8095757937996,-1.85647860248685,0.7612945331566179,-2.43858128704692,0.0147450420444108,0.266256783801942,14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3 
F6QW41,7.1116315374198305,-4.01945232821753,1.65415591350658,-2.42991141004166,0.0151025137860195,0.26831320863387803,
P27635,9.63571523963733,3.09254886013744,1.27259979813977,2.43010321442608,0.0150945235770955,0.26831320863387803,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4 
B4DLN1,6.9968527113034,-3.99475552679605,1.65796548876052,-2.40943225530134,0.015977361996769,0.276522849377479,"39S ribosomal protein L12, mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2 "
P52815,6.9968527113034,-3.99475552679605,1.65796548876052,-2.40943225530134,0.015977361996769,0.276522849377479,
P61586,13.1800980834075,-3.0676955092824,1.27427902085337,-2.40739701358969,0.016066693018755,0.276522849377479,Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1 
Q5JVS8,3.63440312635823,-4.9153000828445395,2.03562149737103,-2.41464343405321,0.015750620140361,0.276522849377479,Vimentin (Fragment) OS=Homo sapiens GN=VIM PE=1 SV=1 
A0A0B4J207,7.081412900765869,3.52507051911388,1.47073143479372,2.39681456159825,0.016538291163031998,0.280260426401227,
P21108,7.081412900765869,3.52507051911388,1.47073143479372,2.39681456159825,0.016538291163031998,0.280260426401227,Ribose-phosphate pyrophosphokinase 3 OS=Homo sapiens GN=PRPS1L1 PE=1 SV=2 
X1WI28,9.41228730381913,3.05501080509628,1.2763294325216001,2.39359112722223,0.0166843361949288,0.280577043033802,60S ribosomal protein L10 (Fragment) OS=Homo sapiens GN=RPL10 PE=1 SV=5 
G3V529,7.11343446035179,3.24001509651717,1.36256455303473,2.37788007129714,0.0174124880859552,0.281564716987204,
K7ELW0,37.0774712725894,-1.88873098448856,0.794980133965293,-2.3758216133876697,0.0175099256592133,0.281564716987204,
K7EN27,37.0774712725894,-1.88873098448856,0.794980133965293,-2.3758216133876697,0.0175099256592133,0.281564716987204,
Q58FF7,105.485542368999,-2.13686348247457,0.8958473788175421,-2.38529858210344,0.0170652644292617,0.281564716987204,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens GN=HSP90AB3P PE=5 SV=1 
Q99497,37.0774712725894,-1.88873098448856,0.794980133965293,-2.3758216133876697,0.0175099256592133,0.281564716987204,Protein deglycase DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2 
Q9GZR7,7.11343446035179,3.24001509651717,1.36256455303473,2.37788007129714,0.0174124880859552,0.281564716987204,ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1 
F8VPD4,18.654263760318802,2.01074885012644,0.8496338122607391,2.36660643810321,0.0179520114310759,0.28452000850834697,
P27708,18.654263760318802,2.01074885012644,0.8496338122607391,2.36660643810321,0.0179520114310759,0.28452000850834697,CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3 
A0A075B7A0,6.516856861513291,3.3943024500580496,1.4417490622375402,2.35429489011785,0.0185578822618224,0.289950458317693,
G3V203,6.516856861513291,3.3943024500580496,1.4417490622375402,2.35429489011785,0.0185578822618224,0.289950458317693,60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=1 
Q9NRX1,2.70043969740421,5.31238781097561,2.26661129542665,2.3437577593010497,0.0190905659422249,0.29617265331493997,RNA-binding protein PNO1 OS=Homo sapiens GN=PNO1 PE=1 SV=1 
Q9UL25,2.65322531753829,5.27941752854349,2.25796984953538,2.33812578570517,0.0193807239377336,0.298571572271518,Ras-related protein Rab-21 OS=Homo sapiens GN=RAB21 PE=1 SV=3 
E9PPY6,39.309509043933794,-1.7424429193740298,0.7464268520947149,-2.3343786661535098,0.0195759028678479,0.29948412512408895,Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens GN=HSPA8 PE=1 SV=1 
F6XY72,9.81435780662383,2.80158444439852,1.2018457259047601,2.33106827607965,0.019749759774898,0.30006014333862296,"HCG2001850, isoform CRA_c OS=Homo sapiens GN=NME1-NME2 PE=1 SV=2 "
