,go,go_name,name,q
O05394,,,Cystathionine gamma-lyase OS=Bacillus subtilis (strain 168) GN=mccB PE=1 SV=1 ,34
O05412,,,Glutamate racemase 2 OS=Bacillus subtilis (strain 168) GN=yrpC PE=1 SV=1 ,2
O05496,GO:0043226;GO:0005623,organelle;cell,Uncharacterized UDP-glucosyltransferase YdhE OS=Bacillus subtilis (strain 168) GN=ydhE PE=3 SV=2 ,7
O05508,GO:0005737,cytoplasm,6-phospho-beta-glucosidase GmuD OS=Bacillus subtilis (strain 168) GN=gmuD PE=1 SV=1 ,6
O05509,GO:0005737;GO:0005737,cytoplasm;cytoplasm,HTH-type transcriptional regulator GmuR OS=Bacillus subtilis (strain 168) GN=gmuR PE=1 SV=1 ,3
O05511,,,Probable mannose-6-phosphate isomerase GmuF OS=Bacillus subtilis (strain 168) GN=gmuF PE=1 SV=1 ,2
O05516,GO:0005737;GO:0005737;GO:0005623,cytoplasm;cytoplasm;cell,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB OS=Bacillus subtilis (strain 168) GN=tsaB PE=1 SV=1 ,20
O05518,GO:0005737;GO:0005737;GO:0005623,cytoplasm;cytoplasm;cell,tRNA N6-adenosine threonylcarbamoyltransferase OS=Bacillus subtilis (strain 168) GN=tsaD PE=1 SV=1 ,3
O05519,,,Uncharacterized ABC transporter ATP-binding protein YdiF OS=Bacillus subtilis (strain 168) GN=ydiF PE=3 SV=2 ,6
O05521,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,Redox-sensing transcriptional repressor Rex OS=Bacillus subtilis (strain 168) GN=rex PE=1 SV=1 ,4
O06476,,,Uncharacterized ABC transporter ATP-binding protein YfmR OS=Bacillus subtilis (strain 168) GN=yfmR PE=3 SV=1 ,2
O06477,GO:0016020,membrane,Putative sensory transducer protein YfmS OS=Bacillus subtilis (strain 168) GN=yfmS PE=2 SV=1 ,2
O06478,,,Putative aldehyde dehydrogenase YfmT OS=Bacillus subtilis (strain 168) GN=yfmT PE=2 SV=1 ,143
O06490,,,Uncharacterized protein YetN OS=Bacillus subtilis (strain 168) GN=yetN PE=4 SV=1 ,4
O06491,GO:0005623,cell,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Bacillus subtilis (strain 168) GN=gatA PE=3 SV=3 ,82
O06492,,,Glutamyl-tRNA(Gln) amidotransferase subunit C OS=Bacillus subtilis (strain 168) GN=gatC PE=3 SV=3 ,43
O06714,,,Nuclease SbcCD subunit C OS=Bacillus subtilis (strain 168) GN=sbcC PE=3 SV=3 ,9
O06724,,,Uncharacterized protein YisK OS=Bacillus subtilis (strain 168) GN=yisK PE=2 SV=1 ,5
O06743,,,Uncharacterized N-acetyltransferase YitH OS=Bacillus subtilis (strain 168) GN=yitH PE=3 SV=1 ,8
O06744,,,Uncharacterized N-acetyltransferase YitI OS=Bacillus subtilis (strain 168) GN=yitI PE=3 SV=3 ,10
O06972,,,Uncharacterized Nudix hydrolase YvcI OS=Bacillus subtilis (strain 168) GN=yvcI PE=3 SV=1 ,14
O06973,,,Nucleotide-binding protein YvcJ OS=Bacillus subtilis (strain 168) GN=yvcJ PE=1 SV=1 ,25
O06974,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Gluconeogenesis factor OS=Bacillus subtilis (strain 168) GN=mgfK PE=3 SV=1 ,9
O06986,,,LOG family protein YvdD OS=Bacillus subtilis (strain 168) GN=yvdD PE=1 SV=1 ,11
O07012,GO:0005575,cellular_component,Beta-galactosidase GanA OS=Bacillus subtilis (strain 168) GN=ganA PE=1 SV=2 ,4
O07015,,,Sigma factor SigB regulation protein RsbQ OS=Bacillus subtilis (strain 168) GN=rsbQ PE=1 SV=1 ,15
O07020,,,Lactate utilization protein A OS=Bacillus subtilis (strain 168) GN=lutA PE=1 SV=1 ,12
O07021,,,Lactate utilization protein B OS=Bacillus subtilis (strain 168) GN=lutB PE=1 SV=2 ,70
O07081,,,Uncharacterized isochorismatase family protein YrdC OS=Bacillus subtilis (strain 168) GN=yrdC PE=3 SV=1 ,10
O07084,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane,"Cadmium, cobalt and zinc/H(+)-K(+) antiporter OS=Bacillus subtilis (strain 168) GN=czcD PE=1 SV=1 ",3
O07516,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,Uncharacterized membrane protein YhaH OS=Bacillus subtilis (strain 168) GN=yhaH PE=4 SV=1 ,11
O07521,,,3'-5' exoribonuclease YhaM OS=Bacillus subtilis (strain 168) GN=yhaM PE=1 SV=1 ,32
O07541,,,Uncharacterized protein YhaZ OS=Bacillus subtilis (strain 168) GN=yhaZ PE=2 SV=1 ,2
O07542,,,UPF0342 protein YheA OS=Bacillus subtilis (strain 168) GN=yheA PE=1 SV=1 ,4
O07543,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,UPF0754 membrane protein YheB OS=Bacillus subtilis (strain 168) GN=yheB PE=3 SV=1 ,3
O07581,GO:0016020;GO:0016020;GO:0016020,membrane;membrane;membrane,Probable anti-sigma-M factor YhdL OS=Bacillus subtilis (strain 168) GN=yhdL PE=1 SV=1 ,5
O07584,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;cell periphery;membrane;membrane;membrane,1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Bacillus subtilis (strain 168) GN=plsC PE=1 SV=1 ,19
O07585,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,UPF0053 protein YhdP OS=Bacillus subtilis (strain 168) GN=yhdP PE=3 SV=1 ,4
O07587,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Putative aspartate aminotransferase YhdR OS=Bacillus subtilis (strain 168) GN=yhdR PE=3 SV=1 ,6
O07597,,,D-alanine aminotransferase OS=Bacillus subtilis (strain 168) GN=dat PE=3 SV=1 ,2
O07598,,,Putative amidohydrolase YhaA OS=Bacillus subtilis (strain 168) GN=yhaA PE=3 SV=3 ,2
O07603,,,Putative aminopeptidase YhfE OS=Bacillus subtilis (strain 168) GN=yhfE PE=3 SV=1 ,16
O07607,,,Probable metallo-hydrolase YhfI OS=Bacillus subtilis (strain 168) GN=yhfI PE=3 SV=1 ,4
O07608,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Lipoate-protein ligase LplJ OS=Bacillus subtilis (strain 168) GN=lplJ PE=1 SV=1 ,111
O07609,GO:0005623,cell,Uncharacterized sugar epimerase YhfK OS=Bacillus subtilis (strain 168) GN=yhfK PE=2 SV=1 ,2
O07610,,,Long-chain-fatty-acid--CoA ligase OS=Bacillus subtilis (strain 168) GN=lcfB PE=2 SV=2 ,3
O07617,,,Uncharacterized phosphatase PhoE OS=Bacillus subtilis (strain 168) GN=phoE PE=3 SV=1 ,139
O07621,GO:0005575;GO:0016020,cellular_component;membrane,Heme-based aerotactic transducer HemAT OS=Bacillus subtilis (strain 168) GN=hemAT PE=1 SV=1 ,37
O07624,,,Uncharacterized beta-barrel protein YwiB OS=Bacillus subtilis (strain 168) GN=ywiB PE=1 SV=1 ,6
O07631,,,GTP-binding protein TypA/BipA homolog OS=Bacillus subtilis (strain 168) GN=typA PE=3 SV=1 ,53
O30509,,,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS=Bacillus subtilis (strain 168) GN=gatB PE=1 SV=2 ,16
O30601,GO:0005737,cytoplasm,SPBc2 prophage-derived ribonucleoside-diphosphate reductase subunit beta OS=Bacillus subtilis (strain 168) GN=yosP PE=3 SV=1 ,7
O31404,,,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha OS=Bacillus subtilis (strain 168) GN=acoA PE=2 SV=2 ",14
O31418,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Mini-ribonuclease 3 OS=Bacillus subtilis (strain 168) GN=mrnC PE=1 SV=1 ,5
O31422,GO:0005575;GO:0005575,cellular_component;cellular_component,Sporulation killing factor OS=Bacillus subtilis (strain 168) GN=skfA PE=1 SV=1 ,6
O31457,,,UPF0176 protein YbfQ OS=Bacillus subtilis (strain 168) GN=ybfQ PE=3 SV=1 ,8
O31489,,,Uncharacterized protein YdcI OS=Bacillus subtilis (strain 168) GN=ydcI PE=4 SV=2 ,4
O31502,,,Diacylglycerol kinase OS=Bacillus subtilis (strain 168) GN=dagK PE=1 SV=1 ,14
O31512,,,Uncharacterized oxidoreductase YesF OS=Bacillus subtilis (strain 168) GN=yesF PE=3 SV=1 ,2
O31513,,,Uncharacterized N-acetyltransferase YesJ OS=Bacillus subtilis (strain 168) GN=yesJ PE=3 SV=1 ,2
O31534,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Heme-degrading monooxygenase HmoA OS=Bacillus subtilis (strain 168) GN=hmoA PE=1 SV=2 ,3
O31544,GO:0005737;GO:0005575,cytoplasm;cellular_component,Putative DNA-3-methyladenine glycosylase YfjP OS=Bacillus subtilis (strain 168) GN=yfjP PE=3 SV=1 ,2
O31550,,,Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system OS=Bacillus subtilis (strain 168) GN=acoC PE=3 SV=1 ,2
O31567,GO:0005737;GO:0005737;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0071944;GO:0016020,cytoplasm;cytoplasm;cell periphery;membrane;cell periphery;membrane;membrane;cell periphery;membrane,Probable siderophore-binding lipoprotein YfiY OS=Bacillus subtilis (strain 168) GN=yfiY PE=1 SV=1 ,34
O31570,,,Uncharacterized isomerase YfhB OS=Bacillus subtilis (strain 168) GN=yfhB PE=3 SV=1 ,13
O31571,,,Putative NAD(P)H nitroreductase YfhC OS=Bacillus subtilis (strain 168) GN=yfhC PE=3 SV=1 ,5
O31576,,,Uncharacterized protein YfhH OS=Bacillus subtilis (strain 168) GN=yfhH PE=1 SV=1 ,7
O31581,,,AB hydrolase superfamily protein YfhM OS=Bacillus subtilis (strain 168) GN=yfhM PE=3 SV=1 ,2
O31590,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Putative tRNA (cytidine(34)-2'-O)-methyltransferase OS=Bacillus subtilis (strain 168) GN=cspR PE=3 SV=2 ,12
O31605,GO:0005737,cytoplasm,Oligoendopeptidase F homolog OS=Bacillus subtilis (strain 168) GN=yjbG PE=3 SV=2 ,8
O31607,,,Group 2 truncated hemoglobin YjbI OS=Bacillus subtilis (strain 168) GN=yjbI PE=1 SV=1 ,8
O31609,,,Putative triphosphatase YjbK OS=Bacillus subtilis (strain 168) GN=yjbK PE=1 SV=1 ,2
O31610,,,UPF0738 protein YjbL OS=Bacillus subtilis (strain 168) GN=yjbL PE=3 SV=1 ,18
O31612,GO:0005737;GO:0005737,cytoplasm;cytoplasm,NAD kinase 1 OS=Bacillus subtilis (strain 168) GN=ppnKA PE=1 SV=1 ,3
O31629,,,Putative phosphoesterase YjcG OS=Bacillus subtilis (strain 168) GN=yjcG PE=1 SV=1 ,4
O31630,,,Uncharacterized protein YjcH OS=Bacillus subtilis (strain 168) GN=yjcH PE=4 SV=1 ,17
O31636,,,Uncharacterized protein YjcN OS=Bacillus subtilis (strain 168) GN=yjcN PE=3 SV=1 ,3
O31638,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,Uncharacterized protein YjcP OS=Bacillus subtilis (strain 168) GN=yjcP PE=4 SV=1 ,7
O31644,,,Transcriptional regulator ManR OS=Bacillus subtilis (strain 168) GN=manR PE=1 SV=2 ,14
O31645,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane;membrane,PTS system mannose-specific EIIBCA component OS=Bacillus subtilis (strain 168) GN=manP PE=1 SV=2 ,9
O31646,,,Mannose-6-phosphate isomerase ManA OS=Bacillus subtilis (strain 168) GN=manA PE=2 SV=1 ,131
O31657,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,Protease HtpX homolog OS=Bacillus subtilis (strain 168) GN=htpX PE=3 SV=1 ,7
O31688,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane,Zinc-transporting ATPase OS=Bacillus subtilis (strain 168) GN=zosA PE=1 SV=1 ,3
O31689,,,Putative dipeptidase YkvY OS=Bacillus subtilis (strain 168) GN=ykvY PE=3 SV=1 ,2
O31698,,,CBS domain-containing protein YkuL OS=Bacillus subtilis (strain 168) GN=ykuL PE=1 SV=1 ,34
O31702,,,Molybdopterin-synthase adenylyltransferase OS=Bacillus subtilis (strain 168) GN=moeB PE=3 SV=1 ,2
O31703,GO:0005737,cytoplasm,Molybdopterin molybdenumtransferase OS=Bacillus subtilis (strain 168) GN=moeA PE=3 SV=1 ,4
O31710,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane,Putative efflux system component YknX OS=Bacillus subtilis (strain 168) GN=yknX PE=1 SV=1 ,7
O31716,,,Uncharacterized ABC transporter ATP-binding protein YkpA OS=Bacillus subtilis (strain 168) GN=ykpA PE=3 SV=1 ,19
O31717,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Uncharacterized oxidoreductase YkpB OS=Bacillus subtilis (strain 168) GN=ykpB PE=3 SV=1 ,6
O31726,,,Laccase domain protein YlmD OS=Bacillus subtilis (strain 168) GN=ylmD PE=3 SV=1 ,3
O31727,GO:0005623,cell,UPF0001 protein YlmE OS=Bacillus subtilis (strain 168) GN=ylmE PE=3 SV=1 ,2
O31729,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane,Uncharacterized membrane protein YlmG OS=Bacillus subtilis (strain 168) GN=ylmG PE=3 SV=1 ,9
O31741,GO:0005737;GO:0005737,cytoplasm;cytoplasm,tRNA (guanine-N(1)-)-methyltransferase OS=Bacillus subtilis (strain 168) GN=trmD PE=3 SV=1 ,3
O31742,GO:0005623;GO:0043226;GO:0005737;GO:0043226;GO:0005737;GO:0043226;GO:0005737;GO:0005623,cell;organelle;cytoplasm;organelle;cytoplasm;organelle;cytoplasm;cell,50S ribosomal protein L19 OS=Bacillus subtilis (strain 168) GN=rplS PE=1 SV=2 ,10
O31743,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Ribosome biogenesis GTPase A OS=Bacillus subtilis (strain 168) GN=rbgA PE=1 SV=1 ,10
O31749,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,Uridylate kinase OS=Bacillus subtilis (strain 168) GN=pyrH PE=1 SV=2 ,4
O31751,GO:0005737,cytoplasm,Isoprenyl transferase OS=Bacillus subtilis (strain 168) GN=uppS PE=3 SV=1 ,5
O31753,,,1-deoxy-D-xylulose 5-phosphate reductoisomerase OS=Bacillus subtilis (strain 168) GN=dxr PE=3 SV=2 ,8
O31754,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane,Regulator of sigma-W protease RasP OS=Bacillus subtilis (strain 168) GN=rasP PE=1 SV=1 ,2
O31755,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,Proline--tRNA ligase OS=Bacillus subtilis (strain 168) GN=proS PE=3 SV=1 ,24
O31760,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Ribonuclease J2 OS=Bacillus subtilis (strain 168) GN=rnjB PE=1 SV=3 ,24
O31764,,,Probable inactive metalloprotease YmfF OS=Bacillus subtilis (strain 168) GN=ymfF PE=3 SV=2 ,28
O31766,,,Uncharacterized zinc protease YmfH OS=Bacillus subtilis (strain 168) GN=ymfH PE=3 SV=2 ,10
O31774,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0005623;GO:0043226,cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane;cell;organelle,Ribonuclease Y OS=Bacillus subtilis (strain 168) GN=rny PE=1 SV=1 ,78
O31776,GO:0005737;GO:0005737,cytoplasm;cytoplasm,L-threonine 3-dehydrogenase OS=Bacillus subtilis (strain 168) GN=tdh PE=3 SV=1 ,10
O31777,,,8-amino-7-oxononanoate synthase 1 OS=Bacillus subtilis (strain 168) GN=kbl PE=3 SV=1 ,6
O31778,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase OS=Bacillus subtilis (strain 168) GN=miaB PE=1 SV=1 ,33
O31779,,,Uncharacterized protein YmcA OS=Bacillus subtilis (strain 168) GN=ymcA PE=1 SV=1 ,4
O31785,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,Polyketide biosynthesis cytochrome P450 PksS OS=Bacillus subtilis (strain 168) GN=pksS PE=1 SV=2 ,14
O31796,,,RNA-binding protein Hfq OS=Bacillus subtilis (strain 168) GN=hfq PE=1 SV=1 ,3
O31806,,,Uncharacterized protein YndB OS=Bacillus subtilis (strain 168) GN=yndB PE=1 SV=1 ,4
O31827,,,Plipastatin synthase subunit E OS=Bacillus subtilis (strain 168) GN=ppsE PE=1 SV=1 ,2
O31844,GO:0005737;GO:0005737,cytoplasm;cytoplasm,HTH-type transcriptional repressor CzrA OS=Bacillus subtilis (strain 168) GN=czrA PE=1 SV=1 ,5
O31847,,,Uncharacterized protein YozO OS=Bacillus subtilis (strain 168) GN=yozO PE=4 SV=1 ,6
O31849,,,Uncharacterized protein YojO OS=Bacillus subtilis (strain 168) GN=yojO PE=3 SV=2 ,5
O31850,,,Uncharacterized protein YojN OS=Bacillus subtilis (strain 168) GN=yojN PE=3 SV=1 ,11
O31856,,,RsbT co-antagonist protein RsbRC OS=Bacillus subtilis (strain 168) GN=rsbRC PE=1 SV=1 ,2
O31858,,,Uncharacterized protein YojF OS=Bacillus subtilis (strain 168) GN=yojF PE=1 SV=1 ,2
O31875,,,Ribonucleoside-diphosphate reductase NrdEB subunit alpha OS=Bacillus subtilis (strain 168) GN=nrdEB PE=3 SV=2 ,8
O31935,,,SPBc2 prophage-derived uncharacterized protein YopC OS=Bacillus subtilis (strain 168) GN=yopC PE=4 SV=1 ,4
O31953,,,SPBc2 prophage-derived uncharacterized protein YonE OS=Bacillus subtilis (strain 168) GN=yonE PE=4 SV=1 ,3
O31974,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,SPBc2 prophage-derived uncharacterized protein YomK OS=Bacillus subtilis (strain 168) GN=yomK PE=4 SV=1 ,6
O31986,,,SPBc2 prophage-derived glycosyltransferase SunS OS=Bacillus subtilis (strain 168) GN=sunS PE=1 SV=1 ,29
O31989,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;cell periphery;membrane;membrane;membrane,Sublancin immunity protein SunI OS=Bacillus subtilis (strain 168) GN=sunI PE=1 SV=1 ,3
O32000,,,SPBc2 prophage-derived pesticidal crystal protein-like YokG OS=Bacillus subtilis (strain 168) GN=yokG PE=3 SV=1 ,13
O32001,GO:0005737;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020,cytoplasm;cell periphery;membrane;cell periphery;membrane;membrane,SPBc2 prophage-derived endonuclease YokF OS=Bacillus subtilis (strain 168) GN=yokF PE=1 SV=1 ,3
O32003,,,SPBc2 prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD OS=Bacillus subtilis (strain 168) GN=yokD PE=1 SV=1 ,3
O32023,,,Uncharacterized protein YqzC OS=Bacillus subtilis (strain 168) GN=yqzC PE=3 SV=2 ,4
O32028,,,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Bacillus subtilis (strain 168) GN=mtnN PE=3 SV=1 ,86
O32033,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,Uridine kinase OS=Bacillus subtilis (strain 168) GN=udk PE=3 SV=1 ,28
O32034,,,Uncharacterized protease YrrO OS=Bacillus subtilis (strain 168) GN=yrrO PE=3 SV=1 ,11
O32035,,,Uncharacterized protease YrrN OS=Bacillus subtilis (strain 168) GN=yrrN PE=3 SV=1 ,19
O32037,,,tRNA threonylcarbamoyladenosine dehydratase OS=Bacillus subtilis (strain 168) GN=tcdA PE=3 SV=3 ,13
O32038,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,Aspartate--tRNA(Asp/Asn) ligase OS=Bacillus subtilis (strain 168) GN=aspS PE=3 SV=1 ,344
O32039,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,Histidine--tRNA ligase OS=Bacillus subtilis (strain 168) GN=hisS PE=3 SV=1 ,5
O32044,,,Single-stranded-DNA-specific exonuclease RecJ OS=Bacillus subtilis (strain 168) GN=recJ PE=3 SV=1 ,11
O32047,GO:0005623;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell;cell periphery;membrane;cell periphery;membrane;cell periphery;membrane;membrane;membrane,Protein translocase subunit SecDF OS=Bacillus subtilis (strain 168) GN=secDF PE=1 SV=2 ,11
O32049,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Post-transcriptional regulator ComN OS=Bacillus subtilis (strain 168) GN=comN PE=1 SV=1 ,7
O32052,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane;membrane,UPF0092 membrane protein YrbF OS=Bacillus subtilis (strain 168) GN=yrbF PE=3 SV=1 ,6
O32055,,,Holliday junction ATP-dependent DNA helicase RuvB OS=Bacillus subtilis (strain 168) GN=ruvB PE=1 SV=2 ,15
O32065,,,Uncharacterized protein YtzB OS=Bacillus subtilis (strain 168) GN=ytzB PE=4 SV=1 ,2
O32078,,,Uncharacterized protein YuaE OS=Bacillus subtilis (strain 168) GN=yuaE PE=4 SV=1 ,34
O32090,,,Nicotinate phosphoribosyltransferase OS=Bacillus subtilis (strain 168) GN=pncB PE=3 SV=1 ,72
O32091,GO:0005737,cytoplasm,Uncharacterized isochorismatase family protein PncA OS=Bacillus subtilis (strain 168) GN=pncA PE=3 SV=1 ,4
O32099,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Benzil reductase ((S)-benzoin forming) OS=Bacillus subtilis (strain 168) GN=yueD PE=3 SV=1 ,25
O32102,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Ferri-bacillibactin esterase BesA OS=Bacillus subtilis (strain 168) GN=besA PE=1 SV=2 ,38
O32106,GO:0005623;GO:0005737;GO:0005737;GO:0005737,cell;cytoplasm;cytoplasm;cytoplasm,Probable cytosol aminopeptidase OS=Bacillus subtilis (strain 168) GN=pepA PE=3 SV=1 ,8
O32114,GO:0005737;GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm;cytoplasm,Diaminopimelate epimerase OS=Bacillus subtilis (strain 168) GN=dapF PE=3 SV=1 ,4
O32115,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;cell periphery;membrane;membrane;membrane;membrane,Uncharacterized transporter YutK OS=Bacillus subtilis (strain 168) GN=yutK PE=3 SV=1 ,4
O32119,,,Putative nitrogen fixation protein YutI OS=Bacillus subtilis (strain 168) GN=yutI PE=3 SV=1 ,5
O32126,,,UPF0331 protein YutE OS=Bacillus subtilis (strain 168) GN=yutE PE=1 SV=1 ,17
O32129,GO:0005737;GO:0005737;GO:0005737,cytoplasm;cytoplasm;cytoplasm,Lipoyl synthase OS=Bacillus subtilis (strain 168) GN=lipA PE=1 SV=2 ,10
O32133,,,Uncharacterized metallophosphoesterase YunD OS=Bacillus subtilis (strain 168) GN=yunD PE=3 SV=1 ,21
O32159,GO:0005737,cytoplasm,Uncharacterized oxidoreductase YurR OS=Bacillus subtilis (strain 168) GN=yurR PE=3 SV=1 ,3
O32162,,,FeS cluster assembly protein SufB OS=Bacillus subtilis (strain 168) GN=sufB PE=3 SV=1 ,32
O32164,,,Cysteine desulfurase SufS OS=Bacillus subtilis (strain 168) GN=sufS PE=1 SV=1 ,323
O32165,,,FeS cluster assembly protein SufD OS=Bacillus subtilis (strain 168) GN=sufD PE=3 SV=1 ,21
O32167,GO:0071944;GO:0016020;GO:0071944;GO:0016020;GO:0016020,cell periphery;membrane;cell periphery;membrane;membrane,Methionine-binding lipoprotein MetQ OS=Bacillus subtilis (strain 168) GN=metQ PE=1 SV=1 ,8
O32174,GO:0005737,cytoplasm,Glycine cleavage system H protein OS=Bacillus subtilis (strain 168) GN=gcvH PE=1 SV=1 ,27
